Frame,Time(MS),Ego_Type,Ego_SizeX(M),Ego_SizeY(M),Ego_SizeZ(M),Ego_PosX(M),Ego_PosY(M),Ego_RotZ(R),Ego_Speed(M/S),Ego_LinearVelocityX(M/S),Ego_LinearVelocityY(M/S),Ego_LinearAccelerationX(M/S2),Ego_LinearAccelerationY(M/S2),Actor_11_Type,Actor_11_SizeX(M),Actor_11_SizeY(M),Actor_11_SizeZ(M),Actor_11_PosX(M),Actor_11_PosY(M),Actor_11_RotZ(R),Actor_12_Type,Actor_12_SizeX(M),Actor_12_SizeY(M),Actor_12_SizeZ(M),Actor_12_PosX(M),Actor_12_PosY(M),Actor_12_RotZ(R),Actor_13_Type,Actor_13_SizeX(M),Actor_13_SizeY(M),Actor_13_SizeZ(M),Actor_13_PosX(M),Actor_13_PosY(M),Actor_13_RotZ(R),Actor_14_Type,Actor_14_SizeX(M),Actor_14_SizeY(M),Actor_14_SizeZ(M),Actor_14_PosX(M),Actor_14_PosY(M),Actor_14_RotZ(R)
1,16.666666,Truck,5.53,2.69,3.17,-142.120636,-1.624976,0.005532,1e-06,0.0,0.0,6e-06,0.0,,,,,,,,Car,4.940668,2.133547,1.419567,-162.991638,-1.575009,-0.057058,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
2,33.333332,Truck,5.53,2.69,3.17,-142.120636,-1.624976,0.005532,1e-06,0.0,0.0,6e-06,0.0,,,,,,,,Car,4.940668,2.133547,1.419567,-162.991638,-1.575009,-0.057058,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
3,50.0,Truck,5.53,2.69,3.17,-142.120636,-1.624976,0.005532,2e-06,0.0,0.0,6e-06,0.0,Truck,16.372795,3.010513,4.117065,-160.50589,6.406157,-0.015421,Car,4.940668,2.133547,1.419567,-162.991638,-1.575009,-0.057064,Car,4.781913,2.083478,1.362305,-128.494629,6.405371,-0.015263,Car,0.0,0.0,0.0,0.0,0.0,0.0
4,66.666664,Truck,5.53,2.69,3.17,-142.120636,-1.624976,0.005532,2e-06,0.0,0.0,2e-06,0.0,Truck,16.372795,3.010513,4.117065,-160.375336,6.404141,-0.015452,Car,4.940668,2.133547,1.419567,-162.87648,-1.581594,-0.057146,Car,4.781913,2.083478,1.362305,-128.377838,6.403586,-0.015287,Car,0.0,0.0,0.0,0.0,0.0,0.0
5,83.333336,Truck,5.53,2.69,3.17,-142.120636,-1.624976,0.005532,2e-06,0.0,0.0,1.4e-05,0.0,Truck,16.372795,3.010513,4.117065,-160.238556,6.40203,-0.015402,Car,4.940668,2.133547,1.419567,-162.755417,-1.588514,-0.057017,Car,4.781913,2.083478,1.362305,-128.254883,6.401708,-0.015255,Car,0.0,0.0,0.0,0.0,0.0,0.0
6,100.0,Truck,5.53,2.69,3.17,-141.938156,-1.622704,0.006529,0.0,0.0,0.0,0.0,0.0,Truck,16.372795,3.010513,4.117065,-160.095551,6.399837,-0.015258,Car,4.940668,2.133547,1.419567,-162.628448,-1.59574,-0.056646,Car,4.781913,2.083478,1.362305,-128.125793,6.399744,-0.015158,Car,0.0,0.0,0.0,0.0,0.0,0.0
7,116.666664,Truck,5.53,2.69,3.17,-141.809326,-1.621742,0.00747,8.052019,8.051794,0.060147,503.237091,3.759171,Truck,16.372795,3.010513,4.117065,-159.946335,6.397577,-0.015009,Car,4.940668,2.133547,1.419567,-162.49559,-1.603234,-0.055998,Car,4.781913,2.083478,1.362305,-127.99057,6.397705,-0.014988,Car,0.0,0.0,0.0,0.0,0.0,0.0
8,133.333328,Truck,5.53,2.69,3.17,-141.664322,-1.620514,0.008469,8.529714,8.529408,0.07224,28.094908,0.711383,Truck,16.372795,3.010513,4.117065,-159.790878,6.39527,-0.014642,Car,4.940668,2.133547,1.419567,-162.356827,-1.610949,-0.055038,Car,4.781913,2.083478,1.362305,-127.849205,6.395603,-0.014736,Car,0.0,0.0,0.0,0.0,0.0,0.0
9,150.0,Truck,5.53,2.69,3.17,-141.5112,-1.619064,0.009469,9.007408,9.007005,0.085289,28.093954,0.767548,Truck,16.372795,3.010513,4.117065,-159.629227,6.392942,-0.014144,Car,4.940668,2.133547,1.419567,-162.212158,-1.618828,-0.053729,Car,4.781913,2.083478,1.362305,-127.701691,6.393453,-0.01439,Car,0.0,0.0,0.0,0.0,0.0,0.0
10,166.666672,Truck,5.53,2.69,3.17,-141.359894,-1.617489,0.01041,9.45703,9.456518,0.098442,28.094589,0.822112,Truck,16.372795,3.010513,4.117065,-159.461334,6.390619,-0.013502,Car,4.940668,2.133547,1.419567,-162.061584,-1.626803,-0.052034,Car,4.781913,2.083478,1.362305,-127.548035,6.391275,-0.01394,Car,0.0,0.0,0.0,0.0,0.0,0.0
11,183.333328,Truck,5.53,2.69,3.17,-141.19101,-1.615562,0.011409,9.934725,9.934078,0.113344,28.091766,0.876574,Truck,16.372795,3.010513,4.117065,-159.287231,6.388336,-0.0127,Car,4.940668,2.133547,1.419567,-161.90509,-1.634791,-0.049911,Car,4.781913,2.083478,1.362305,-127.388237,6.389091,-0.013376,Car,0.0,0.0,0.0,0.0,0.0,0.0
12,200.0,Truck,5.53,2.69,3.17,-141.014008,-1.613365,0.012409,10.412418,10.411617,0.129201,28.090532,0.932735,Truck,16.372795,3.010513,4.117065,-159.106903,6.386132,-0.011724,Car,4.940668,2.133547,1.419567,-161.742676,-1.642699,-0.047319,Car,4.781913,2.083478,1.362305,-127.222298,6.386928,-0.012687,Car,0.0,0.0,0.0,0.0,0.0,0.0
13,216.666672,Truck,5.53,2.69,3.17,-140.840225,-1.611045,0.013349,10.862041,10.861073,0.144998,28.091013,0.987306,Truck,16.372795,3.010513,4.117065,-158.920349,6.38405,-0.010559,Car,4.940668,2.133547,1.419567,-161.574341,-1.650414,-0.044216,Car,4.781913,2.083478,1.362305,-127.050217,6.384814,-0.011859,Car,0.0,0.0,0.0,0.0,0.0,0.0
14,233.333328,Truck,5.53,2.69,3.17,-140.647476,-1.608279,0.014349,11.339735,11.338568,0.162707,28.087894,1.041752,Truck,16.372795,3.010513,4.117065,-158.72757,6.382144,-0.00919,Car,4.940668,2.133547,1.419567,-161.400085,-1.657811,-0.040556,Car,4.781913,2.083478,1.362305,-126.871994,6.382785,-0.010882,Car,0.0,0.0,0.0,0.0,0.0,0.0
15,250.0,Truck,5.53,2.69,3.17,-140.446609,-1.605196,0.015348,11.817429,11.816037,0.181372,28.086437,1.09791,Truck,16.372795,3.010513,4.117065,-158.52858,6.380471,-0.007599,Car,4.940668,2.133547,1.419567,-161.219894,-1.664746,-0.036293,Car,4.781913,2.083478,1.362305,-126.687622,6.380882,-0.009743,Car,0.0,0.0,0.0,0.0,0.0,0.0
