Frame,Time(MS),Ego_Type,Ego_SizeX(M),Ego_SizeY(M),Ego_SizeZ(M),Ego_PosX(M),Ego_PosY(M),Ego_RotZ(R),Ego_Speed(M/S),Ego_LinearVelocityX(M/S),Ego_LinearVelocityY(M/S),Ego_LinearAccelerationX(M/S2),Ego_LinearAccelerationY(M/S2),Actor_11_Type,Actor_11_SizeX(M),Actor_11_SizeY(M),Actor_11_SizeZ(M),Actor_11_PosX(M),Actor_11_PosY(M),Actor_11_RotZ(R),Actor_12_Type,Actor_12_SizeX(M),Actor_12_SizeY(M),Actor_12_SizeZ(M),Actor_12_PosX(M),Actor_12_PosY(M),Actor_12_RotZ(R),Actor_13_Type,Actor_13_SizeX(M),Actor_13_SizeY(M),Actor_13_SizeZ(M),Actor_13_PosX(M),Actor_13_PosY(M),Actor_13_RotZ(R),Actor_14_Type,Actor_14_SizeX(M),Actor_14_SizeY(M),Actor_14_SizeZ(M),Actor_14_PosX(M),Actor_14_PosY(M),Actor_14_RotZ(R)
1,16.666666,Sedan,4.93,1.86,1.48,-163.369522,6.757952,6.281422,2e-06,-0.0,0.0,-1.8e-05,0.0,,,,,,,,,,,,,,,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
2,33.333332,Sedan,4.93,1.86,1.48,-163.369522,6.757952,6.281422,2e-06,-0.0,0.0,-1.8e-05,0.0,,,,,,,,,,,,,,,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
3,50.0,Sedan,4.93,1.86,1.48,-163.369522,6.757952,-0.001764,3e-06,0.0,-0.0,2.9e-05,-0.0,Car,4.222917,2.076631,1.844059,-130.402924,6.83837,0.008259,,,,,,,,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
4,66.666664,Sedan,4.93,1.86,1.48,-163.369522,6.757952,-0.001764,1e-06,-0.0,0.0,-1.8e-05,0.0,Car,4.222917,2.076631,1.844059,-130.225037,6.839837,0.008227,,,,,,,,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
5,83.333336,Sedan,4.93,1.86,1.48,-163.369522,6.757952,-0.001764,5e-06,0.0,-0.0,2.9e-05,-0.0,Car,4.222917,2.076631,1.844059,-130.041275,6.841344,0.008183,,,,,,,,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
6,100.0,Sedan,4.93,1.86,1.48,-163.369522,6.757952,-0.001764,0.0,0.0,0.0,0.0,0.0,Car,4.222917,2.076631,1.844059,-129.851654,6.842891,0.008127,,,,,,,,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
7,116.666664,Sedan,4.93,1.86,1.48,-163.230286,6.757716,-0.001692,8.190769,8.190758,-0.013858,481.809265,-0.815163,Car,4.222917,2.076631,1.844059,-129.655777,6.844476,0.008059,,,,,,,,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
8,133.333328,Sedan,4.93,1.86,1.48,-163.092072,6.757492,-0.001624,8.638712,8.6387,-0.014032,27.99642,-0.010874,Car,4.222917,2.076631,1.844059,-129.450302,6.846125,0.007984,,,,,,,,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
9,150.0,Sedan,4.93,1.86,1.48,-162.937119,6.757251,-0.001552,9.114621,9.114611,-0.01415,27.994715,-0.006971,Car,4.222917,2.076631,1.844059,-129.23439,6.84784,0.007904,,,,,,,,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
10,166.666672,Sedan,4.93,1.86,1.48,-162.774078,6.75701,-0.001481,9.590532,9.590522,-0.0142,27.994772,-0.002951,Car,4.222917,2.076631,1.844059,-129.008026,6.849619,0.007817,,,,,,,,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
