Frame,Time(MS),Ego_Type,Ego_SizeX(M),Ego_SizeY(M),Ego_SizeZ(M),Ego_PosX(M),Ego_PosY(M),Ego_RotZ(R),Ego_Speed(M/S),Ego_LinearVelocityX(M/S),Ego_LinearVelocityY(M/S),Ego_LinearAccelerationX(M/S2),Ego_LinearAccelerationY(M/S2),Actor_11_Type,Actor_11_SizeX(M),Actor_11_SizeY(M),Actor_11_SizeZ(M),Actor_11_PosX(M),Actor_11_PosY(M),Actor_11_RotZ(R),Actor_12_Type,Actor_12_SizeX(M),Actor_12_SizeY(M),Actor_12_SizeZ(M),Actor_12_PosX(M),Actor_12_PosY(M),Actor_12_RotZ(R),Actor_13_Type,Actor_13_SizeX(M),Actor_13_SizeY(M),Actor_13_SizeZ(M),Actor_13_PosX(M),Actor_13_PosY(M),Actor_13_RotZ(R),Actor_14_Type,Actor_14_SizeX(M),Actor_14_SizeY(M),Actor_14_SizeZ(M),Actor_14_PosX(M),Actor_14_PosY(M),Actor_14_RotZ(R)
1,16.666666,Truck,5.53,2.69,3.17,-163.493698,7.333992,0.044572,1e-06,-0.0,0.0,-0.0,0.0,,,,,,,,,,,,,,,Car,4.940668,2.133547,1.419567,-87.607315,1.316392,0.113821,Car,0.0,0.0,0.0,0.0,0.0,0.0
2,33.333332,Truck,5.53,2.69,3.17,-163.493698,7.333992,0.044572,1e-06,-0.0,0.0,-0.0,0.0,,,,,,,,,,,,,,,Car,4.940668,2.133547,1.419567,-87.607315,1.316392,0.113821,Car,0.0,0.0,0.0,0.0,0.0,0.0
3,50.0,Truck,5.53,2.69,3.17,-163.493698,7.333992,0.044573,1e-06,-0.0,0.0,-0.0,0.0,Car,4.222917,2.076631,1.844059,-116.669815,6.641087,0.008098,Truck,13.465333,3.068987,4.177894,-74.856613,7.339562,-0.002937,Car,4.940668,2.133547,1.419567,-87.607315,1.316392,0.113753,Car,0.0,0.0,0.0,0.0,0.0,0.0
4,66.666664,Truck,5.53,2.69,3.17,-163.493698,7.333992,0.044573,2e-06,-0.0,0.0,-0.0,0.0,Car,4.222917,2.076631,1.844059,-116.341545,6.643862,0.008808,Truck,13.465333,3.068987,4.177894,-74.577156,7.338709,-0.003165,Car,4.940668,2.133547,1.419567,-87.340729,1.344308,0.095693,Car,0.0,0.0,0.0,0.0,0.0,0.0
5,83.333336,Truck,5.53,2.69,3.17,-163.493698,7.333992,0.044573,3e-06,-0.0,0.0,-0.0,0.0,Car,4.222917,2.076631,1.844059,-116.013374,6.646866,0.009496,Truck,13.465333,3.068987,4.177894,-74.29776,7.337793,-0.003393,Car,4.940668,2.133547,1.419567,-87.074173,1.367987,0.082272,Car,0.0,0.0,0.0,0.0,0.0,0.0
6,100.0,Truck,5.53,2.69,3.17,-163.266006,7.340776,0.042557,0.0,0.0,0.0,0.0,0.0,Car,4.222917,2.076631,1.844059,-115.685295,6.650092,0.010163,Truck,13.465333,3.068987,4.177894,-74.018433,7.336813,-0.003621,Car,4.940668,2.133547,1.419567,-86.807816,1.388667,0.073467,Car,0.0,0.0,0.0,0.0,0.0,0.0
7,116.666664,Truck,5.53,2.69,3.17,-163.109253,7.347153,0.040655,9.80548,9.797378,0.398537,612.33606,24.908546,Car,4.222917,2.076631,1.844059,-115.357315,6.653532,0.010808,Truck,13.465333,3.068987,4.177894,-73.739166,7.33577,-0.003848,Car,4.940668,2.133547,1.419567,-86.541779,1.407583,0.069256,Car,0.0,0.0,0.0,0.0,0.0,0.0
8,133.333328,Truck,5.53,2.69,3.17,-162.931686,7.354017,0.038635,10.453318,10.445518,0.403766,38.125877,0.307611,Car,4.222917,2.076631,1.844059,-115.029434,6.657178,0.011432,Truck,13.465333,3.068987,4.177894,-73.459961,7.334664,-0.004075,Car,4.940668,2.133547,1.419567,-86.276138,1.425956,0.069615,Car,0.0,0.0,0.0,0.0,0.0,0.0
9,150.0,Truck,5.53,2.69,3.17,-162.743088,7.360925,0.036615,11.101156,11.093716,0.406378,38.129299,0.153652,Car,4.222917,2.076631,1.844059,-114.70166,6.661026,0.012045,Truck,13.465333,3.068987,4.177894,-73.180809,7.333495,-0.004303,Car,4.940668,2.133547,1.419567,-86.010826,1.444715,0.071388,Car,0.0,0.0,0.0,0.0,0.0,0.0
10,166.666672,Truck,5.53,2.69,3.17,-162.555832,7.367428,0.034714,11.710924,11.703869,0.406446,38.134575,0.004211,Car,4.222917,2.076631,1.844059,-114.374008,6.665071,0.012642,Truck,13.465333,3.068987,4.177894,-72.901703,7.332262,-0.004529,Car,4.940668,2.133547,1.419567,-85.745598,1.463848,0.072552,Car,0.0,0.0,0.0,0.0,0.0,0.0
