Frame,Time(MS),Ego_Type,Ego_SizeX(M),Ego_SizeY(M),Ego_SizeZ(M),Ego_PosX(M),Ego_PosY(M),Ego_RotZ(R),Ego_Speed(M/S),Ego_LinearVelocityX(M/S),Ego_LinearVelocityY(M/S),Ego_LinearAccelerationX(M/S2),Ego_LinearAccelerationY(M/S2),Actor_11_Type,Actor_11_SizeX(M),Actor_11_SizeY(M),Actor_11_SizeZ(M),Actor_11_PosX(M),Actor_11_PosY(M),Actor_11_RotZ(R),Actor_12_Type,Actor_12_SizeX(M),Actor_12_SizeY(M),Actor_12_SizeZ(M),Actor_12_PosX(M),Actor_12_PosY(M),Actor_12_RotZ(R),Actor_13_Type,Actor_13_SizeX(M),Actor_13_SizeY(M),Actor_13_SizeZ(M),Actor_13_PosX(M),Actor_13_PosY(M),Actor_13_RotZ(R),Actor_14_Type,Actor_14_SizeX(M),Actor_14_SizeY(M),Actor_14_SizeZ(M),Actor_14_PosX(M),Actor_14_PosY(M),Actor_14_RotZ(R)
1,16.666666,Sedan,4.93,1.86,1.48,-162.470261,6.025254,0.012513,2e-06,0.0,0.0,3e-06,0.0,Car,4.940668,2.133547,1.419567,-117.917389,-0.926188,0.031948,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2,33.333332,Sedan,4.93,1.86,1.48,-162.470261,6.025254,0.012513,2e-06,0.0,0.0,3e-06,0.0,Car,4.940668,2.133547,1.419567,-117.917389,-0.926188,0.031948,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
3,50.0,Sedan,4.93,1.86,1.48,-162.470261,6.025254,0.012513,2e-06,0.0,0.0,-1e-06,-0.0,Car,4.940668,2.133547,1.419567,-117.917389,-0.926188,0.03195,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
4,66.666664,Sedan,4.93,1.86,1.48,-162.470261,6.025254,0.012513,3e-06,0.0,0.0,2e-06,0.0,Car,4.940668,2.133547,1.419567,-117.556282,-0.914564,0.032405,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
5,83.333336,Sedan,4.93,1.86,1.48,-162.470261,6.025254,0.012513,4e-06,-0.0,-0.0,-1.8e-05,-0.0,Car,4.940668,2.133547,1.419567,-117.195053,-0.902776,0.032836,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
6,100.0,Sedan,4.93,1.86,1.48,-162.209106,6.027334,0.01192,0.0,0.0,0.0,0.0,0.0,Car,4.940668,2.133547,1.419567,-116.83371,-0.890832,0.033241,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
7,116.666664,Sedan,4.93,1.86,1.48,-162.024612,6.02943,0.011362,11.531582,11.530837,0.131013,720.677307,8.18833,Car,4.940668,2.133547,1.419567,-116.472244,-0.878743,0.033622,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8,133.333328,Sedan,4.93,1.86,1.48,-161.817062,6.031665,0.010768,12.209873,12.209166,0.131469,39.901676,0.026836,Car,4.940668,2.133547,1.419567,-116.110664,-0.866516,0.033984,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
9,150.0,Sedan,4.93,1.86,1.48,-161.597977,6.033895,0.010174,12.888166,12.8875,0.13112,39.902012,-0.020549,Car,4.940668,2.133547,1.419567,-115.748978,-0.854155,0.034334,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
10,166.666672,Sedan,4.93,1.86,1.48,-161.381561,6.035975,0.009615,13.526599,13.525973,0.130055,39.904594,-0.066548,Car,4.940668,2.133547,1.419567,-115.387177,-0.841667,0.03467,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
