Frame,Time(MS),Ego_Type,Ego_SizeX(M),Ego_SizeY(M),Ego_SizeZ(M),Ego_PosX(M),Ego_PosY(M),Ego_RotZ(R),Ego_Speed(M/S),Ego_LinearVelocityX(M/S),Ego_LinearVelocityY(M/S),Ego_LinearAccelerationX(M/S2),Ego_LinearAccelerationY(M/S2),Actor_11_Type,Actor_11_SizeX(M),Actor_11_SizeY(M),Actor_11_SizeZ(M),Actor_11_PosX(M),Actor_11_PosY(M),Actor_11_RotZ(R),Actor_12_Type,Actor_12_SizeX(M),Actor_12_SizeY(M),Actor_12_SizeZ(M),Actor_12_PosX(M),Actor_12_PosY(M),Actor_12_RotZ(R),Actor_13_Type,Actor_13_SizeX(M),Actor_13_SizeY(M),Actor_13_SizeZ(M),Actor_13_PosX(M),Actor_13_PosY(M),Actor_13_RotZ(R),Actor_14_Type,Actor_14_SizeX(M),Actor_14_SizeY(M),Actor_14_SizeZ(M),Actor_14_PosX(M),Actor_14_PosY(M),Actor_14_RotZ(R)
1,16.666666,Sedan,4.93,1.86,1.48,-164.107452,6.470873,6.245697,2e-06,0.0,-0.0,5e-06,-0.0,Car,4.222917,2.076631,1.844059,-126.480492,-0.828609,0.049438,,,,,,,,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
2,33.333332,Sedan,4.93,1.86,1.48,-164.107452,6.470873,6.245697,2e-06,0.0,-0.0,5e-06,-0.0,Car,4.222917,2.076631,1.844059,-126.480492,-0.828609,0.049438,,,,,,,,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
3,50.0,Sedan,4.93,1.86,1.48,-164.107468,6.470873,-0.037488,2e-06,-0.0,0.0,-1.6e-05,1e-06,Car,4.222917,2.076631,1.844059,-126.480492,-0.828609,0.049441,Car,4.807965,2.239136,1.480145,-110.457047,-0.204631,0.052243,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
4,66.666664,Sedan,4.93,1.86,1.48,-164.107468,6.470873,-0.037488,3e-06,0.0,-0.0,2e-05,-1e-06,Car,4.222917,2.076631,1.844059,-126.253548,-0.81712,0.05121,Car,4.807965,2.239136,1.480145,-110.226234,-0.192392,0.053403,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
5,83.333336,Sedan,4.93,1.86,1.48,-164.107468,6.470873,-0.037488,4e-06,-0.0,0.0,-1.6e-05,1e-06,Car,4.222917,2.076631,1.844059,-126.026619,-0.805422,0.051794,Car,4.807965,2.239136,1.480145,-109.995438,-0.180008,0.053804,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
6,100.0,Sedan,4.93,1.86,1.48,-164.107452,6.470873,-0.037492,0.0,0.0,0.0,0.0,0.0,Car,4.222917,2.076631,1.844059,-125.79969,-0.793597,0.05232,Car,4.807965,2.239136,1.480145,-109.764664,-0.167536,0.05417,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
7,116.666664,Sedan,4.93,1.86,1.48,-163.768021,6.459189,-0.034408,10.291677,10.285586,-0.354042,311.684448,-10.728554,Car,4.222917,2.076631,1.844059,-125.572769,-0.781659,0.052789,Car,4.807965,2.239136,1.480145,-109.533897,-0.154985,0.054499,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
8,133.333328,Sedan,4.93,1.86,1.48,-163.583069,6.453117,-0.032819,10.885641,10.87978,-0.357191,34.952553,-0.185227,Car,4.222917,2.076631,1.844059,-125.345848,-0.769621,0.053199,Car,4.807965,2.239136,1.480145,-109.303154,-0.142362,0.054793,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
9,150.0,Sedan,4.93,1.86,1.48,-163.388016,6.447024,-0.03123,11.479607,11.474009,-0.358453,34.954632,-0.074218,Car,4.222917,2.076631,1.844059,-125.118927,-0.757496,0.053551,Car,4.807965,2.239136,1.480145,-109.072426,-0.129677,0.05505,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
10,166.666672,Sedan,4.93,1.86,1.48,-163.19548,6.441297,-0.029735,12.038667,12.033345,-0.357916,34.958538,0.033533,Car,4.222917,2.076631,1.844059,-124.892006,-0.745298,0.053846,Car,4.807965,2.239136,1.480145,-108.841705,-0.116937,0.055272,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
