Frame,Time(MS),Ego_Type,Ego_SizeX(M),Ego_SizeY(M),Ego_SizeZ(M),Ego_PosX(M),Ego_PosY(M),Ego_RotZ(R),Ego_Speed(M/S),Ego_LinearVelocityX(M/S),Ego_LinearVelocityY(M/S),Ego_LinearAccelerationX(M/S2),Ego_LinearAccelerationY(M/S2),Actor_11_Type,Actor_11_SizeX(M),Actor_11_SizeY(M),Actor_11_SizeZ(M),Actor_11_PosX(M),Actor_11_PosY(M),Actor_11_RotZ(R),Actor_12_Type,Actor_12_SizeX(M),Actor_12_SizeY(M),Actor_12_SizeZ(M),Actor_12_PosX(M),Actor_12_PosY(M),Actor_12_RotZ(R),Actor_13_Type,Actor_13_SizeX(M),Actor_13_SizeY(M),Actor_13_SizeZ(M),Actor_13_PosX(M),Actor_13_PosY(M),Actor_13_RotZ(R),Actor_14_Type,Actor_14_SizeX(M),Actor_14_SizeY(M),Actor_14_SizeZ(M),Actor_14_PosX(M),Actor_14_PosY(M),Actor_14_RotZ(R)
1,16.666666,Sedan,4.93,1.86,1.48,-146.899231,-1.273065,0.036773,3e-06,-0.0,-0.0,-7e-06,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,33.333332,Sedan,4.93,1.86,1.48,-146.899231,-1.273065,0.036773,3e-06,-0.0,-0.0,-7e-06,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,50.0,Sedan,4.93,1.86,1.48,-146.899231,-1.273065,0.036773,3e-06,0.0,0.0,1e-05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,66.666664,Sedan,4.93,1.86,1.48,-146.899231,-1.273065,0.036773,0.0,-0.0,-0.0,-6e-06,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,83.333336,Sedan,4.93,1.86,1.48,-146.899231,-1.273065,0.036773,5e-06,0.0,0.0,1e-05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,100.0,Sedan,4.93,1.86,1.48,-146.899231,-1.273065,0.036773,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,116.666664,Sedan,4.93,1.86,1.48,-146.773712,-1.26844,0.036832,7.38813,7.38312,0.272056,434.301117,16.003275,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,133.333328,Sedan,4.93,1.86,1.48,-146.648773,-1.263829,0.036887,7.813928,7.808613,0.288169,26.593327,1.007074,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,150.0,Sedan,4.93,1.86,1.48,-146.508347,-1.258639,0.036946,8.266311,8.26067,0.30534,26.591579,1.01006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,166.666672,Sedan,4.93,1.86,1.48,-146.360229,-1.253155,0.037005,8.718693,8.712724,0.322564,26.591412,1.013198,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,183.333328,Sedan,4.93,1.86,1.48,-146.21402,-1.247734,0.037061,9.14449,9.138211,0.338825,26.592968,1.016309,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,200.0,Sedan,4.93,1.86,1.48,-146.05098,-1.241679,0.03712,9.596873,9.590262,0.356153,26.591244,1.019295,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,216.666672,Sedan,4.93,1.86,1.48,-145.880264,-1.235329,0.037179,10.049255,10.042311,0.373535,26.591076,1.022432,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,233.333328,Sedan,4.93,1.86,1.48,-145.519913,-1.221884,0.037294,10.927436,10.919838,0.407428,26.591734,1.027082,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,250.0,Sedan,4.93,1.86,1.48,-145.326584,-1.214659,0.037353,11.379819,11.371881,0.424967,26.590738,1.031667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,266.666656,Sedan,4.93,1.86,1.48,-145.137833,-1.207595,0.037408,11.805616,11.797358,0.441523,26.592314,1.034781,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,283.333344,Sedan,4.93,1.86,1.48,-144.929596,-1.199789,0.037467,12.257998,12.249395,0.459165,26.590458,1.037762,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,300.0,Sedan,4.93,1.86,1.48,-144.713669,-1.191683,0.037526,12.710382,12.701433,0.47686,26.590458,1.040902,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,316.666656,Sedan,4.93,1.86,1.48,-144.503632,-1.183786,0.037582,13.136179,13.126904,0.493565,26.591896,1.044014,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,333.333344,Sedan,4.93,1.86,1.48,-144.272797,-1.175092,0.037641,13.588561,13.578936,0.511364,26.590122,1.046994,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,350.0,Sedan,4.93,1.86,1.48,-144.034271,-1.166096,0.0377,14.040945,14.030968,0.529216,26.590122,1.050139,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,366.666656,Sedan,4.93,1.86,1.48,-143.802963,-1.157359,0.037755,14.466741,14.456431,0.546068,26.591478,1.053248,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,383.333344,Sedan,4.93,1.86,1.48,-143.549637,-1.147776,0.037811,14.912044,14.901385,0.563701,26.173758,1.037233,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,400.0,Sedan,4.93,1.86,1.48,-143.295456,-1.138199,0.037659,14.962794,14.952186,0.563357,2.988254,-0.020224,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,416.666656,Sedan,4.93,1.86,1.48,-143.05545,-1.12919,0.037517,15.010563,15.0,0.563019,2.988398,-0.0211,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,433.333344,Sedan,4.93,1.86,1.48,-142.799591,-1.119625,0.037366,15.061315,15.050801,0.562646,2.98831,-0.021977,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,450.0,Sedan,4.93,1.86,1.48,-142.542862,-1.110067,0.037214,15.112065,15.101603,0.562257,2.98831,-0.022885,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,466.666656,Sedan,4.93,1.86,1.48,-142.300476,-1.101077,0.037072,15.159834,15.149418,0.561877,2.988457,-0.023756,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,483.333344,Sedan,4.93,1.86,1.48,-142.042068,-1.091532,0.036921,15.210585,15.200219,0.561458,2.98831,-0.024638,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,500.0,Sedan,4.93,1.86,1.48,-141.782806,-1.081995,0.036769,15.261335,15.25102,0.561024,2.98831,-0.025539,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,516.666687,Sedan,4.93,1.86,1.48,-141.538025,-1.073025,0.036627,15.309104,15.298837,0.560601,2.988517,-0.026416,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,533.333313,Sedan,4.93,1.86,1.48,-141.277084,-1.063503,0.036476,15.359855,15.349638,0.560137,2.98831,-0.027295,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,550.0,Sedan,4.93,1.86,1.48,-141.015274,-1.053989,0.036324,15.410604,15.400439,0.559658,2.98831,-0.028197,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,566.666687,Sedan,4.93,1.86,1.48,-140.768097,-1.045042,0.036182,15.458374,15.448256,0.559192,2.988577,-0.029076,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,583.333313,Sedan,4.93,1.86,1.48,-140.504608,-1.035544,0.036031,15.509126,15.49906,0.558683,2.988422,-0.029946,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,600.0,Sedan,4.93,1.86,1.48,-140.240265,-1.026055,0.035879,15.559876,15.549862,0.558159,2.988366,-0.030858,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,616.666687,Sedan,4.93,1.86,1.48,-139.990707,-1.017133,0.035737,15.607645,15.597679,0.557651,2.988577,-0.031732,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,633.333313,Sedan,4.93,1.86,1.48,-139.724686,-1.007662,0.035586,15.658396,15.648482,0.557097,2.988422,-0.032607,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,650.0,Sedan,4.93,1.86,1.48,-139.457794,-0.998201,0.035434,15.709146,15.699286,0.556527,2.988422,-0.033512,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,666.666687,Sedan,4.93,1.86,1.48,-139.205841,-0.989305,0.035292,15.756915,15.747104,0.555977,2.988636,-0.034392,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,683.333313,Sedan,4.93,1.86,1.48,-138.937302,-0.979866,0.035138,15.806083,15.796326,0.555276,2.895411,-0.041225,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,700.0,Sedan,4.93,1.86,1.48,-138.668655,-0.970485,0.034904,15.811937,15.802306,0.551794,0.351794,-0.204805,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,716.666687,Sedan,4.93,1.86,1.48,-138.415726,-0.961709,0.034685,15.817449,15.807935,0.548515,0.351787,-0.204973,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,733.333313,Sedan,4.93,1.86,1.48,-138.146896,-0.952443,0.034451,15.823302,15.813913,0.545028,0.351681,-0.205124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,750.0,Sedan,4.93,1.86,1.48,-137.87796,-0.943237,0.034218,15.829158,15.819892,0.541538,0.351681,-0.205282,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,766.666687,Sedan,4.93,1.86,1.48,-137.624756,-0.934625,0.033998,15.834668,15.825518,0.538251,0.351608,-0.205453,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,783.333313,Sedan,4.93,1.86,1.48,-137.355621,-0.925534,0.033765,15.840524,15.831494,0.534755,0.351569,-0.205601,,,,,,,,,,,,,,,,,,,,,,,,,,,,
