Frame,Time(MS),Ego_Type,Ego_SizeX(M),Ego_SizeY(M),Ego_SizeZ(M),Ego_PosX(M),Ego_PosY(M),Ego_RotZ(R),Ego_Speed(M/S),Ego_LinearVelocityX(M/S),Ego_LinearVelocityY(M/S),Ego_LinearAccelerationX(M/S2),Ego_LinearAccelerationY(M/S2),Actor_11_Type,Actor_11_SizeX(M),Actor_11_SizeY(M),Actor_11_SizeZ(M),Actor_11_PosX(M),Actor_11_PosY(M),Actor_11_RotZ(R),Actor_12_Type,Actor_12_SizeX(M),Actor_12_SizeY(M),Actor_12_SizeZ(M),Actor_12_PosX(M),Actor_12_PosY(M),Actor_12_RotZ(R),Actor_13_Type,Actor_13_SizeX(M),Actor_13_SizeY(M),Actor_13_SizeZ(M),Actor_13_PosX(M),Actor_13_PosY(M),Actor_13_RotZ(R),Actor_14_Type,Actor_14_SizeX(M),Actor_14_SizeY(M),Actor_14_SizeZ(M),Actor_14_PosX(M),Actor_14_PosY(M),Actor_14_RotZ(R)
1,16.666666,Truck,5.53,2.69,3.17,-156.763199,6.496602,0.038576,0.0,0.0,0.0,2e-06,0.0,,,,,,,,Car,4.314137,2.037841,1.395466,-152.020935,-1.597492,0.019692,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2,33.333332,Truck,5.53,2.69,3.17,-156.763199,6.496602,0.038576,0.0,0.0,0.0,2e-06,0.0,,,,,,,,Car,4.314137,2.037841,1.395466,-152.020935,-1.597492,0.019692,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
3,50.0,Truck,5.53,2.69,3.17,-156.763199,6.496602,0.038576,1e-06,0.0,0.0,2e-06,0.0,,,,,,,,Car,4.314137,2.037841,1.395466,-152.020935,-1.597492,0.019694,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
4,66.666664,Truck,5.53,2.69,3.17,-156.763199,6.496602,0.038576,1e-06,0.0,0.0,2e-06,0.0,,,,,,,,Car,4.314137,2.037841,1.395466,-151.769943,-1.59247,0.020315,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
5,83.333336,Truck,5.53,2.69,3.17,-156.763199,6.496602,0.038578,0.0,0.0,0.0,0.0,0.0,,,,,,,,Car,4.314137,2.037841,1.395466,-151.519043,-1.587296,0.020925,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
6,100.0,Truck,5.53,2.69,3.17,-156.620682,6.501957,0.03756,8.389362,8.383445,0.315028,493.143799,18.531036,,,,,,,,Car,4.314137,2.037841,1.395466,-151.26825,-1.581972,0.021523,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
7,116.666664,Truck,5.53,2.69,3.17,-156.4785,6.507164,0.036601,8.892385,8.886429,0.325399,31.436501,0.648204,,,,,,,,Car,4.314137,2.037841,1.395466,-151.017548,-1.576502,0.022109,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
8,133.333328,Truck,5.53,2.69,3.17,-156.318344,6.512865,0.035583,9.426815,9.420848,0.335362,31.436413,0.58604,,,,,,,,Car,4.314137,2.037841,1.395466,-150.766953,-1.570888,0.022683,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
9,150.0,Truck,5.53,2.69,3.17,-156.149109,6.518717,0.034564,9.961246,9.955296,0.344236,31.438097,0.52203,,,,,,,,Car,4.314137,2.037841,1.395466,-150.516449,-1.565134,0.023251,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
10,166.666672,Truck,5.53,2.69,3.17,-155.981781,6.524343,0.033606,10.46427,10.458362,0.351595,31.441628,0.459928,,,,,,,,Car,4.314137,2.037841,1.395466,-150.266037,-1.559241,0.023805,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
11,183.333328,Truck,5.53,2.69,3.17,-155.794907,6.530435,0.032588,10.998699,10.99286,0.358357,31.441071,0.397765,,,,,,,,Car,4.314137,2.037841,1.395466,-150.015717,-1.553213,0.024345,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
12,200.0,Truck,5.53,2.69,3.17,-155.598938,6.536623,0.031569,11.53313,11.527383,0.364031,31.442528,0.333749,,,,,,,,Car,4.314137,2.037841,1.395466,-149.765488,-1.547054,0.024869,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
13,216.666672,Truck,5.53,2.69,3.17,-155.406448,6.542518,0.030611,12.036154,12.030516,0.368377,31.445799,0.271628,,,,,,,,Car,4.314137,2.037841,1.395466,-149.515335,-1.540767,0.025379,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
14,233.333328,Truck,5.53,2.69,3.17,-155.192841,6.548841,0.029592,12.570584,12.565081,0.371938,31.444996,0.209472,,,,,,,,Car,4.314137,2.037841,1.395466,-149.265289,-1.534358,0.025874,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
15,250.0,Truck,5.53,2.69,3.17,-154.970154,6.555205,0.028574,13.105014,13.099665,0.37441,31.446119,0.145444,,,,,,,,Car,4.314137,2.037841,1.395466,-149.01532,-1.527827,0.02636,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
16,266.666656,Truck,5.53,2.69,3.17,-154.752502,6.561217,0.027615,13.608038,13.602849,0.375743,31.449018,0.083309,,,,,,,,Car,4.314137,2.037841,1.395466,-148.765411,-1.521178,0.026841,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
17,283.333344,Truck,5.53,2.69,3.17,-154.512161,6.567611,0.026597,14.142467,14.137466,0.376103,31.448082,0.021156,,,,,,,,Car,4.314137,2.037841,1.395466,-148.515594,-1.514412,0.027316,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
18,300.0,Truck,5.53,2.69,3.17,-154.262741,6.573993,0.025579,14.676898,14.672097,0.375374,31.448868,-0.042875,,,,,,,,Car,4.314137,2.037841,1.395466,-148.265839,-1.507529,0.027785,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
19,316.666656,Truck,5.53,2.69,3.17,-154.019943,6.579972,0.02462,15.179922,15.175322,0.373694,31.451521,-0.105029,,,,,,,,Car,4.314137,2.037841,1.395466,-148.016159,-1.500532,0.028249,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
20,333.333344,Truck,5.53,2.69,3.17,-153.752869,6.586276,0.023602,15.714353,15.709976,0.370852,31.45027,-0.167175,,,,,,,,Car,4.314137,2.037841,1.395466,-147.766556,-1.493421,0.028706,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
