Frame,Time(MS),Ego_Type,Ego_SizeX(M),Ego_SizeY(M),Ego_SizeZ(M),Ego_PosX(M),Ego_PosY(M),Ego_RotZ(R),Ego_Speed(M/S),Ego_LinearVelocityX(M/S),Ego_LinearVelocityY(M/S),Ego_LinearAccelerationX(M/S2),Ego_LinearAccelerationY(M/S2),Actor_11_Type,Actor_11_SizeX(M),Actor_11_SizeY(M),Actor_11_SizeZ(M),Actor_11_PosX(M),Actor_11_PosY(M),Actor_11_RotZ(R),Actor_12_Type,Actor_12_SizeX(M),Actor_12_SizeY(M),Actor_12_SizeZ(M),Actor_12_PosX(M),Actor_12_PosY(M),Actor_12_RotZ(R),Actor_13_Type,Actor_13_SizeX(M),Actor_13_SizeY(M),Actor_13_SizeZ(M),Actor_13_PosX(M),Actor_13_PosY(M),Actor_13_RotZ(R),Actor_14_Type,Actor_14_SizeX(M),Actor_14_SizeY(M),Actor_14_SizeZ(M),Actor_14_PosX(M),Actor_14_PosY(M),Actor_14_RotZ(R)
1,16.666666,Truck,5.53,2.69,3.17,-155.690872,6.68463,6.27539,1e-06,0.0,-0.0,6e-06,-0.0,,,,,,,,Car,4.835593,2.242329,1.680533,-163.298538,-1.705123,0.029216,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
2,33.333332,Truck,5.53,2.69,3.17,-155.690872,6.68463,6.27539,1e-06,0.0,-0.0,6e-06,-0.0,,,,,,,,Car,4.835593,2.242329,1.680533,-163.298538,-1.705123,0.029216,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
3,50.0,Truck,5.53,2.69,3.17,-155.690872,6.68463,-0.007796,2e-06,0.0,-0.0,6e-06,-0.0,Car,4.807965,2.239136,1.480145,-147.109329,-1.733369,0.001306,Car,4.835593,2.242329,1.680533,-163.298538,-1.705123,0.02922,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
4,66.666664,Truck,5.53,2.69,3.17,-155.690872,6.68463,-0.007796,3e-06,0.0,-0.0,6e-06,-0.0,Car,4.807965,2.239136,1.480145,-146.828293,-1.732965,0.001584,Car,4.835593,2.242329,1.680533,-163.178284,-1.701604,0.029273,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
5,83.333336,Truck,5.53,2.69,3.17,-155.690872,6.68463,-0.007796,2e-06,0.0,-0.0,1e-06,-0.0,Car,4.807965,2.239136,1.480145,-146.547134,-1.732472,0.001938,Car,4.835593,2.242329,1.680533,-163.051605,-1.697898,0.029203,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
6,100.0,Truck,5.53,2.69,3.17,-155.690872,6.68463,-0.007796,0.0,0.0,0.0,0.0,0.0,Car,4.807965,2.239136,1.480145,-146.265854,-1.731868,0.00237,Car,4.835593,2.242329,1.680533,-162.918518,-1.694022,0.028991,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
7,116.666664,Truck,5.53,2.69,3.17,-155.405731,6.682485,-0.007524,16.773611,16.773136,-0.126199,986.655029,-7.423488,Car,4.807965,2.239136,1.480145,-145.984467,-1.731131,0.002878,Car,4.835593,2.242329,1.680533,-162.779007,-1.690001,0.028617,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
8,133.333328,Truck,5.53,2.69,3.17,-155.137527,6.680536,-0.007268,16.763481,16.763039,-0.121829,-0.631094,0.273141,Car,4.807965,2.239136,1.480145,-145.702957,-1.730241,0.003447,Car,4.835593,2.242329,1.680533,-162.633072,-1.685862,0.028058,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
9,150.0,Truck,5.53,2.69,3.17,-154.852737,6.678544,-0.006995,16.75272,16.75231,-0.117192,-0.631108,0.272789,Car,4.807965,2.239136,1.480145,-145.421326,-1.729188,0.004035,Car,4.835593,2.242329,1.680533,-162.480713,-1.681642,0.027292,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
10,166.666672,Truck,5.53,2.69,3.17,-154.56813,6.67663,-0.006723,16.741961,16.741581,-0.11256,-0.631108,0.272445,Car,4.807965,2.239136,1.480145,-145.139542,-1.727966,0.004645,Car,4.835593,2.242329,1.680533,-162.32193,-1.677384,0.026296,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
