Frame,Time(MS),Ego_Type,Ego_SizeX(M),Ego_SizeY(M),Ego_SizeZ(M),Ego_PosX(M),Ego_PosY(M),Ego_RotZ(R),Ego_Speed(M/S),Ego_LinearVelocityX(M/S),Ego_LinearVelocityY(M/S),Ego_LinearAccelerationX(M/S2),Ego_LinearAccelerationY(M/S2),Actor_11_Type,Actor_11_SizeX(M),Actor_11_SizeY(M),Actor_11_SizeZ(M),Actor_11_PosX(M),Actor_11_PosY(M),Actor_11_RotZ(R),Actor_12_Type,Actor_12_SizeX(M),Actor_12_SizeY(M),Actor_12_SizeZ(M),Actor_12_PosX(M),Actor_12_PosY(M),Actor_12_RotZ(R),Actor_13_Type,Actor_13_SizeX(M),Actor_13_SizeY(M),Actor_13_SizeZ(M),Actor_13_PosX(M),Actor_13_PosY(M),Actor_13_RotZ(R),Actor_14_Type,Actor_14_SizeX(M),Actor_14_SizeY(M),Actor_14_SizeZ(M),Actor_14_PosX(M),Actor_14_PosY(M),Actor_14_RotZ(R)
1,16.666666,Sedan,4.93,1.86,1.48,-163.429749,6.439192,6.277629,3e-06,-0.0,0.0,-4e-06,0.0,,,,,,,,,,,,,,,Car,4.940668,2.133547,1.419567,-140.862015,-1.521416,0.024838,Car,0.0,0.0,0.0,0.0,0.0,0.0
2,33.333332,Sedan,4.93,1.86,1.48,-163.429749,6.439192,6.277629,3e-06,-0.0,0.0,-4e-06,0.0,,,,,,,,,,,,,,,Car,4.940668,2.133547,1.419567,-140.862015,-1.521416,0.024838,Car,0.0,0.0,0.0,0.0,0.0,0.0
3,50.0,Sedan,4.93,1.86,1.48,-163.429749,6.439192,-0.005557,4e-06,0.0,-0.0,1.5e-05,-0.0,Car,4.807965,2.239136,1.480145,-122.588181,-1.099881,0.03784,Car,4.222917,2.076631,1.844059,-132.262497,6.709184,0.000903,Car,4.940668,2.133547,1.419567,-140.862015,-1.521416,0.024839,Car,0.0,0.0,0.0,0.0,0.0,0.0
4,66.666664,Sedan,4.93,1.86,1.48,-163.429749,6.439192,-0.005557,1e-06,0.0,-0.0,-1e-05,0.0,Car,4.807965,2.239136,1.480145,-122.298729,-1.088934,0.037761,Car,4.222917,2.076631,1.844059,-131.991837,6.709365,0.000453,Car,4.940668,2.133547,1.419567,-140.574615,-1.514211,0.025283,Car,0.0,0.0,0.0,0.0,0.0,0.0
5,83.333336,Sedan,4.93,1.86,1.48,-163.429749,6.439192,-0.005557,5e-06,0.0,-0.0,1.4e-05,-0.0,Car,4.807965,2.239136,1.480145,-122.009186,-1.078007,0.037687,Car,4.222917,2.076631,1.844059,-131.721115,6.709438,0.000103,Car,4.940668,2.133547,1.419567,-140.287048,-1.506879,0.025701,Car,0.0,0.0,0.0,0.0,0.0,0.0
6,100.0,Sedan,4.93,1.86,1.48,-163.429749,6.439192,-0.005557,0.0,0.0,0.0,0.0,0.0,Car,4.807965,2.239136,1.480145,-121.719566,-1.067097,0.037616,Car,4.222917,2.076631,1.844059,-131.450363,6.70943,-0.000156,Car,4.940668,2.133547,1.419567,-139.999344,-1.499426,0.026093,Car,0.0,0.0,0.0,0.0,0.0,0.0
7,116.666664,Sedan,4.93,1.86,1.48,-163.293427,6.438476,-0.005257,8.018821,8.01871,-0.042158,471.688812,-2.479872,Car,4.807965,2.239136,1.480145,-121.429863,-1.056204,0.037548,Car,4.222917,2.076631,1.844059,-131.17955,6.709355,-0.000388,Car,4.940668,2.133547,1.419567,-139.711472,-1.49186,0.026457,Car,0.0,0.0,0.0,0.0,0.0,0.0
8,133.333328,Sedan,4.93,1.86,1.48,-162.99791,6.437094,-0.004676,8.955205,8.955107,-0.041872,28.375654,0.008659,Car,4.807965,2.239136,1.480145,-121.14006,-1.045328,0.037481,Car,4.222917,2.076631,1.844059,-130.908691,6.709221,-0.000601,Car,4.940668,2.133547,1.419567,-139.423447,-1.484188,0.026795,Car,0.0,0.0,0.0,0.0,0.0,0.0
9,150.0,Sedan,4.93,1.86,1.48,-162.837479,6.436392,-0.004376,9.437571,9.43748,-0.0413,28.374895,0.033664,Car,4.807965,2.239136,1.480145,-120.850174,-1.034467,0.037416,Car,4.222917,2.076631,1.844059,-130.637802,6.709032,-0.000795,Car,4.940668,2.133547,1.419567,-139.135269,-1.476417,0.02712,Car,0.0,0.0,0.0,0.0,0.0,0.0
10,166.666672,Sedan,4.93,1.86,1.48,-162.679214,6.435744,-0.004094,9.891589,9.891506,-0.040497,28.376638,0.050171,Car,4.807965,2.239136,1.480145,-120.560196,-1.023621,0.037354,Car,4.222917,2.076631,1.844059,-130.366852,6.708792,-0.000969,Car,4.940668,2.133547,1.419567,-138.846924,-1.468551,0.027427,Car,0.0,0.0,0.0,0.0,0.0,0.0
11,183.333328,Sedan,4.93,1.86,1.48,-162.502853,6.435075,-0.003794,10.373955,10.37388,-0.039364,28.37495,0.066672,Car,4.807965,2.239136,1.480145,-120.270134,-1.01279,0.037293,Car,4.222917,2.076631,1.844059,-130.095856,6.708508,-0.001125,Car,4.940668,2.133547,1.419567,-138.558441,-1.460594,0.027716,Car,0.0,0.0,0.0,0.0,0.0,0.0
12,200.0,Sedan,4.93,1.86,1.48,-162.318298,6.43443,-0.003495,10.85632,10.856254,-0.037941,28.374895,0.083675,Car,4.807965,2.239136,1.480145,-119.979973,-1.001973,0.037234,Car,4.222917,2.076631,1.844059,-129.824829,6.708184,-0.001262,Car,4.940668,2.133547,1.419567,-138.269791,-1.452552,0.027987,Car,0.0,0.0,0.0,0.0,0.0,0.0
