Frame,Time(MS),Ego_Type,Ego_SizeX(M),Ego_SizeY(M),Ego_SizeZ(M),Ego_PosX(M),Ego_PosY(M),Ego_RotZ(R),Ego_Speed(M/S),Ego_LinearVelocityX(M/S),Ego_LinearVelocityY(M/S),Ego_LinearAccelerationX(M/S2),Ego_LinearAccelerationY(M/S2),Actor_11_Type,Actor_11_SizeX(M),Actor_11_SizeY(M),Actor_11_SizeZ(M),Actor_11_PosX(M),Actor_11_PosY(M),Actor_11_RotZ(R),Actor_12_Type,Actor_12_SizeX(M),Actor_12_SizeY(M),Actor_12_SizeZ(M),Actor_12_PosX(M),Actor_12_PosY(M),Actor_12_RotZ(R),Actor_13_Type,Actor_13_SizeX(M),Actor_13_SizeY(M),Actor_13_SizeZ(M),Actor_13_PosX(M),Actor_13_PosY(M),Actor_13_RotZ(R),Actor_14_Type,Actor_14_SizeX(M),Actor_14_SizeY(M),Actor_14_SizeZ(M),Actor_14_PosX(M),Actor_14_PosY(M),Actor_14_RotZ(R)
1,16.666666,Sedan,4.93,1.86,1.48,-166.711472,-2.763579,0.05198,1.7e-05,-7e-06,-0.0,-0.00043,-2.2e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,33.333332,Sedan,4.93,1.86,1.48,-166.711472,-2.763579,0.05198,1.7e-05,-7e-06,-0.0,-0.00043,-2.2e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,50.0,Sedan,4.93,1.86,1.48,-166.711472,-2.763579,0.05198,2.5e-05,-1.1e-05,-1e-06,-0.000249,-1.3e-05,Car,5.003799,2.087749,1.423941,-120.508675,8.111666,0.003472,,,,,,,,,,,,,,,,,,,,,
4,66.666664,Sedan,4.93,1.86,1.48,-166.711441,-2.763579,0.05198,3.4e-05,-1.4e-05,-1e-06,-0.000146,-8e-06,Car,5.003799,2.087749,1.423941,-120.074348,8.113114,0.003176,,,,,,,,,,,,,,,,,,,,,
5,83.333336,Sedan,4.93,1.86,1.48,-166.711441,-2.763579,0.05198,3.8e-05,-1.5e-05,-1e-06,-9.5e-05,-5e-06,Car,5.003799,2.087749,1.423941,-119.638741,8.114411,0.002756,,,,,,,,,,,,,,,,,,,,,
6,100.0,Sedan,4.93,1.86,1.48,-166.711472,-2.763579,0.051983,0.0,0.0,0.0,0.0,0.0,Car,5.003799,2.087749,1.423941,-119.201851,8.1155,0.002211,,,,,,,,,,,,,,,,,,,,,
7,116.666664,Sedan,4.93,1.86,1.48,-166.545547,-2.755168,0.050651,9.772572,9.760038,0.49478,574.119873,29.104712,Car,5.003799,2.087749,1.423941,-118.763672,8.116327,0.00154,,,,,,,,,,,,,,,,,,,,,
8,133.333328,Sedan,4.93,1.86,1.48,-166.3797,-2.746969,0.049397,10.378259,10.3656,0.512448,37.847576,1.104243,Car,5.003799,2.087749,1.423941,-118.324318,8.116836,0.00077,,,,,,,,,,,,,,,,,,,,,
9,150.0,Sedan,4.93,1.86,1.48,-166.192551,-2.737966,0.048065,11.021763,11.009034,0.529556,37.849087,1.006344,Car,5.003799,2.087749,1.423941,-117.884598,8.116997,-4.6e-05,,,,,,,,,,,,,,,,,,,,,
10,166.666672,Sedan,4.93,1.86,1.48,-165.994461,-2.728702,0.046733,11.665266,11.652531,0.54495,37.852734,0.905545,Car,5.003799,2.087749,1.423941,-117.444679,8.116786,-0.000926,,,,,,,,,,,,,,,,,,,,,
