Frame,Time(MS),Ego_Type,Ego_SizeX(M),Ego_SizeY(M),Ego_SizeZ(M),Ego_PosX(M),Ego_PosY(M),Ego_RotZ(R),Ego_Speed(M/S),Ego_LinearVelocityX(M/S),Ego_LinearVelocityY(M/S),Ego_LinearAccelerationX(M/S2),Ego_LinearAccelerationY(M/S2),Actor_11_Type,Actor_11_SizeX(M),Actor_11_SizeY(M),Actor_11_SizeZ(M),Actor_11_PosX(M),Actor_11_PosY(M),Actor_11_RotZ(R),Actor_12_Type,Actor_12_SizeX(M),Actor_12_SizeY(M),Actor_12_SizeZ(M),Actor_12_PosX(M),Actor_12_PosY(M),Actor_12_RotZ(R),Actor_13_Type,Actor_13_SizeX(M),Actor_13_SizeY(M),Actor_13_SizeZ(M),Actor_13_PosX(M),Actor_13_PosY(M),Actor_13_RotZ(R),Actor_14_Type,Actor_14_SizeX(M),Actor_14_SizeY(M),Actor_14_SizeZ(M),Actor_14_PosX(M),Actor_14_PosY(M),Actor_14_RotZ(R)
1,16.666666,Sedan,4.93,1.86,1.48,-165.193695,6.444323,0.029312,2e-06,0.0,0.0,2e-06,0.0,,,,,,,,,,,,,,,Car,4.522031,2.151849,1.86761,-95.406105,0.594628,0.046888,,,,,,,
2,33.333332,Sedan,4.93,1.86,1.48,-165.193695,6.444323,0.029312,2e-06,0.0,0.0,2e-06,0.0,,,,,,,,,,,,,,,Car,4.522031,2.151849,1.86761,-95.406105,0.594628,0.046888,,,,,,,
3,50.0,Sedan,4.93,1.86,1.48,-165.193695,6.444323,0.029312,2e-06,0.0,0.0,-1e-06,-0.0,Car,4.940668,2.133547,1.419567,-142.587372,-1.664886,0.032721,Car,4.314137,2.037841,1.395466,-129.003601,-1.23571,0.054218,Car,4.522031,2.151849,1.86761,-95.406105,0.594628,0.046888,Car,4.807965,2.239136,1.480145,-161.493454,-2.425847,0.031603
4,66.666664,Sedan,4.93,1.86,1.48,-165.193695,6.444323,0.029312,2e-06,-0.0,0.0,-2e-06,-0.0,Car,4.940668,2.133547,1.419567,-142.344391,-1.656863,0.033287,Car,4.314137,2.037841,1.395466,-128.766602,-1.222838,0.054302,Car,4.522031,2.151849,1.86761,-95.16584,0.605899,0.046863,Car,4.807965,2.239136,1.480145,-161.256485,-2.419065,0.027304
5,83.333336,Sedan,4.93,1.86,1.48,-165.193695,6.444323,0.029312,4e-06,0.0,0.0,1e-06,0.0,Car,4.940668,2.133547,1.419567,-142.101379,-1.648704,0.033839,Car,4.314137,2.037841,1.395466,-128.529541,-1.209944,0.054371,Car,4.522031,2.151849,1.86761,-94.925499,0.617167,0.046839,Car,4.807965,2.239136,1.480145,-161.015732,-2.41255,0.026807
6,100.0,Sedan,4.93,1.86,1.48,-165.193695,6.444323,0.029315,0.0,0.0,0.0,0.0,0.0,Car,4.940668,2.133547,1.419567,-141.858368,-1.640412,0.034376,Car,4.314137,2.037841,1.395466,-128.292419,-1.197032,0.054426,Car,4.522031,2.151849,1.86761,-94.685097,0.628433,0.046815,Car,4.807965,2.239136,1.480145,-160.774994,-2.406148,0.026381
7,116.666664,Sedan,4.93,1.86,1.48,-164.721542,6.457117,0.027092,14.312928,14.307676,0.387715,433.565948,11.748936,Car,4.940668,2.133547,1.419567,-141.615356,-1.631991,0.034898,Car,4.314137,2.037841,1.395466,-128.055237,-1.184105,0.054466,Car,4.522031,2.151849,1.86761,-94.444618,0.639697,0.046792,Car,4.807965,2.239136,1.480145,-160.534286,-2.399841,0.026024
8,133.333328,Sedan,4.93,1.86,1.48,-164.4655,6.463762,0.025946,15.066229,15.061157,0.390869,44.322403,0.185553,Car,4.940668,2.133547,1.419567,-141.372314,-1.623444,0.035406,Car,4.314137,2.037841,1.395466,-127.817993,-1.171167,0.054491,Car,4.522031,2.151849,1.86761,-94.204079,0.650957,0.046768,Car,4.807965,2.239136,1.480145,-160.29361,-2.393612,0.025738
9,150.0,Sedan,4.93,1.86,1.48,-164.196655,6.470431,0.024801,15.819529,15.814664,0.392298,44.323917,0.084046,Car,4.940668,2.133547,1.419567,-141.129272,-1.614774,0.035905,Car,4.314137,2.037841,1.395466,-127.580688,-1.158221,0.054508,Car,4.522031,2.151849,1.86761,-93.963463,0.662216,0.046744,Car,4.807965,2.239136,1.480145,-160.052948,-2.387444,0.025521
10,166.666672,Sedan,4.93,1.86,1.48,-163.932266,6.476704,0.023723,16.528561,16.523911,0.392066,44.327911,-0.014486,Car,4.940668,2.133547,1.419567,-140.886215,-1.605984,0.036391,Car,4.314137,2.037841,1.395466,-127.343307,-1.145268,0.054516,Car,4.522031,2.151849,1.86761,-93.722778,0.673472,0.046721,Car,4.807965,2.239136,1.480145,-159.812317,-2.381321,0.025377
11,183.333328,Sedan,4.93,1.86,1.48,-163.63855,6.483336,0.022577,17.28186,17.277456,0.390145,44.326218,-0.113016,Car,4.940668,2.133547,1.419567,-140.643158,-1.597078,0.036861,Car,4.314137,2.037841,1.395466,-127.10585,-1.13231,0.054515,Car,4.522031,2.151849,1.86761,-93.482025,0.684725,0.046697,Car,4.807965,2.239136,1.480145,-159.571899,-2.375227,0.025303
12,200.0,Sedan,4.93,1.86,1.48,-163.332016,6.489907,0.021432,18.03516,18.031019,0.386498,44.327229,-0.214529,Car,4.940668,2.133547,1.419567,-140.40007,-1.588058,0.037316,Car,4.314137,2.037841,1.395466,-126.868317,-1.119349,0.054505,Car,4.522031,2.151849,1.86761,-93.241211,0.695976,0.046673,Car,4.807965,2.239136,1.480145,-159.331848,-2.36916,0.025238
