Frame,Time(MS),Ego_Type,Ego_SizeX(M),Ego_SizeY(M),Ego_SizeZ(M),Ego_PosX(M),Ego_PosY(M),Ego_RotZ(R),Ego_Speed(M/S),Ego_LinearVelocityX(M/S),Ego_LinearVelocityY(M/S),Ego_LinearAccelerationX(M/S2),Ego_LinearAccelerationY(M/S2),Actor_11_Type,Actor_11_SizeX(M),Actor_11_SizeY(M),Actor_11_SizeZ(M),Actor_11_PosX(M),Actor_11_PosY(M),Actor_11_RotZ(R),Actor_12_Type,Actor_12_SizeX(M),Actor_12_SizeY(M),Actor_12_SizeZ(M),Actor_12_PosX(M),Actor_12_PosY(M),Actor_12_RotZ(R),Actor_13_Type,Actor_13_SizeX(M),Actor_13_SizeY(M),Actor_13_SizeZ(M),Actor_13_PosX(M),Actor_13_PosY(M),Actor_13_RotZ(R),Actor_14_Type,Actor_14_SizeX(M),Actor_14_SizeY(M),Actor_14_SizeZ(M),Actor_14_PosX(M),Actor_14_PosY(M),Actor_14_RotZ(R)
1,16.666666,Truck,5.53,2.69,3.17,-160.842987,6.003893,0.004294,1.1e-05,-0.0,-0.0,-2.2e-05,-0.0,Car,5.57548,2.385468,1.880301,-156.584259,-1.523471,0.027101,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2,33.333332,Truck,5.53,2.69,3.17,-160.842987,6.003893,0.004294,1.1e-05,-0.0,-0.0,-2.2e-05,-0.0,Car,5.57548,2.385468,1.880301,-156.584259,-1.523471,0.027101,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
3,50.0,Truck,5.53,2.69,3.17,-160.842987,6.003893,0.004294,2e-06,0.0,0.0,2.9e-05,0.0,Car,5.57548,2.385468,1.880301,-156.584259,-1.523471,0.027101,Car,4.435011,2.229103,1.165747,-131.453217,-0.811946,0.010198,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
4,66.666664,Truck,5.53,2.69,3.17,-160.842987,6.003893,0.004294,8e-06,-0.0,-0.0,-1.8e-05,-0.0,Car,5.57548,2.385468,1.880301,-156.43927,-1.519541,0.027082,Car,4.435011,2.229103,1.165747,-131.302063,-0.810394,0.010372,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
5,83.333336,Truck,5.53,2.69,3.17,-160.842987,6.003893,0.004294,6e-06,0.0,0.0,3.3e-05,0.0,Car,5.57548,2.385468,1.880301,-156.288437,-1.515458,0.027043,Car,4.435011,2.229103,1.165747,-131.144669,-0.808731,0.010806,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
6,100.0,Truck,5.53,2.69,3.17,-160.842987,6.003893,0.004293,0.0,0.0,0.0,0.0,0.0,Car,5.57548,2.385468,1.880301,-156.131744,-1.511224,0.026981,Car,4.435011,2.229103,1.165747,-130.981018,-0.806907,0.011532,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
7,116.666664,Truck,5.53,2.69,3.17,-160.707199,6.004523,0.004643,7.987264,7.987178,0.037083,469.833984,2.181326,Car,5.57548,2.385468,1.880301,-155.969193,-1.506844,0.026893,Car,4.435011,2.229103,1.165747,-130.811111,-0.804863,0.012581,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
8,133.333328,Truck,5.53,2.69,3.17,-160.572235,6.005194,0.004972,8.43537,8.435266,0.04194,28.005508,0.30359,Car,5.57548,2.385468,1.880301,-155.800781,-1.502324,0.026777,Car,4.435011,2.229103,1.165747,-130.634964,-0.802527,0.013986,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
9,150.0,Truck,5.53,2.69,3.17,-160.420746,6.006001,0.005322,8.911454,8.911327,0.047424,28.003578,0.322585,Car,5.57548,2.385468,1.880301,-155.626526,-1.497669,0.02663,Car,4.435011,2.229103,1.165747,-130.45256,-0.799818,0.015783,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
10,166.666672,Truck,5.53,2.69,3.17,-160.261154,6.006906,0.005671,9.387538,9.387386,0.053241,28.003468,0.342176,Car,5.57548,2.385468,1.880301,-155.446411,-1.492887,0.026449,Car,4.435011,2.229103,1.165747,-130.263916,-0.796636,0.018006,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
11,183.333328,Truck,5.53,2.69,3.17,-160.10379,6.00785,0.006001,9.835642,9.835464,0.05902,28.004883,0.361211,Car,5.57548,2.385468,1.880301,-155.260345,-1.487985,0.026235,Car,4.435011,2.229103,1.165747,-130.068924,-0.79287,0.020662,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
12,200.0,Truck,5.53,2.69,3.17,-159.928497,6.008963,0.00635,10.311726,10.311518,0.065484,28.00313,0.380204,Car,5.57548,2.385468,1.880301,-155.065216,-1.482886,0.02601,Car,4.435011,2.229103,1.165747,-129.864151,-0.788361,0.023316,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
13,216.666672,Truck,5.53,2.69,3.17,-159.745102,6.010192,0.0067,10.787808,10.787566,0.07228,28.00285,0.399793,Car,5.57548,2.385468,1.880301,-154.859497,-1.477558,0.025776,Car,4.435011,2.229103,1.165747,-129.647919,-0.783043,0.025814,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
14,233.333328,Truck,5.53,2.69,3.17,-159.565338,6.011456,0.007029,11.235914,11.235637,0.078982,28.004406,0.418833,Car,5.57548,2.385468,1.880301,-154.643188,-1.472008,0.025532,Car,4.435011,2.229103,1.165747,-129.420242,-0.776896,0.028107,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
