Frame,Time(MS),Ego_Type,Ego_SizeX(M),Ego_SizeY(M),Ego_SizeZ(M),Ego_PosX(M),Ego_PosY(M),Ego_RotZ(R),Ego_Speed(M/S),Ego_LinearVelocityX(M/S),Ego_LinearVelocityY(M/S),Ego_LinearAccelerationX(M/S2),Ego_LinearAccelerationY(M/S2),Actor_11_Type,Actor_11_SizeX(M),Actor_11_SizeY(M),Actor_11_SizeZ(M),Actor_11_PosX(M),Actor_11_PosY(M),Actor_11_RotZ(R),Actor_12_Type,Actor_12_SizeX(M),Actor_12_SizeY(M),Actor_12_SizeZ(M),Actor_12_PosX(M),Actor_12_PosY(M),Actor_12_RotZ(R),Actor_13_Type,Actor_13_SizeX(M),Actor_13_SizeY(M),Actor_13_SizeZ(M),Actor_13_PosX(M),Actor_13_PosY(M),Actor_13_RotZ(R),Actor_14_Type,Actor_14_SizeX(M),Actor_14_SizeY(M),Actor_14_SizeZ(M),Actor_14_PosX(M),Actor_14_PosY(M),Actor_14_RotZ(R)
1,16.666666,Sedan,4.93,1.86,1.48,-163.716354,10.29138,0.0,2e-06,0.0,0.0,5e-06,0.0,Car,4.522031,2.151849,1.86761,-126.433998,-0.374101,0.037808,,,,,,,,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
2,33.333332,Sedan,4.93,1.86,1.48,-163.716354,10.29138,0.0,2e-06,0.0,0.0,5e-06,0.0,Car,4.522031,2.151849,1.86761,-126.433998,-0.374101,0.037808,,,,,,,,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
3,50.0,Sedan,4.93,1.86,1.48,-163.716354,10.291379,0.0,2e-06,0.0,0.0,2e-06,0.0,Car,4.522031,2.151849,1.86761,-126.433998,-0.374101,0.037809,Car,4.835593,2.242329,1.680533,-148.660492,-1.043789,0.023285,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
4,66.666664,Sedan,4.93,1.86,1.48,-163.716354,10.291379,0.0,2e-06,-0.0,0.0,-1.6e-05,0.0,Car,4.522031,2.151849,1.86761,-126.170036,-0.364063,0.038195,Car,4.835593,2.242329,1.680533,-148.377182,-1.037273,0.022828,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
5,83.333336,Sedan,4.93,1.86,1.48,-163.716354,10.29138,0.0,0.0,0.0,0.0,0.0,0.0,Car,4.522031,2.151849,1.86761,-125.906189,-0.353939,0.038492,Car,4.835593,2.242329,1.680533,-148.09404,-1.030828,0.022691,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
6,100.0,Sedan,4.93,1.86,1.48,-163.512985,10.29138,0.0,11.96281,11.96281,0.0,703.694641,0.0,Car,4.522031,2.151849,1.86761,-125.642448,-0.343753,0.038707,Car,4.835593,2.242329,1.680533,-147.811066,-1.024423,0.022573,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
7,116.666664,Sedan,4.93,1.86,1.48,-163.310333,10.29138,0.0,12.665955,12.665955,0.0,43.946564,0.0,Car,4.522031,2.151849,1.86761,-125.378815,-0.333517,0.038899,Car,4.835593,2.242329,1.680533,-147.528275,-1.018053,0.022476,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
8,133.333328,Sedan,4.93,1.86,1.48,-163.082306,10.29138,0.0,13.413001,13.413001,0.0,43.943909,0.0,Car,4.522031,2.151849,1.86761,-125.11528,-0.323237,0.039075,Car,4.835593,2.242329,1.680533,-147.245651,-1.011711,0.0224,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
9,150.0,Sedan,4.93,1.86,1.48,-162.841583,10.29138,0.0,14.160048,14.160048,0.0,43.943909,0.0,Car,4.522031,2.151849,1.86761,-124.851845,-0.312917,0.039235,Car,4.835593,2.242329,1.680533,-146.963196,-1.005391,0.022343,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
10,166.666672,Sedan,4.93,1.86,1.48,-162.603775,10.29138,0.0,14.863193,14.863193,0.0,43.946564,0.0,Car,4.522031,2.151849,1.86761,-124.588516,-0.302561,0.039378,Car,4.835593,2.242329,1.680533,-146.680923,-0.999089,0.022306,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
11,183.333328,Sedan,4.93,1.86,1.48,-162.338394,10.29138,0.0,15.610239,15.610239,0.0,43.943909,0.0,Car,4.522031,2.151849,1.86761,-124.325287,-0.292173,0.039505,Car,4.835593,2.242329,1.680533,-146.398819,-0.992799,0.022282,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
12,200.0,Sedan,4.93,1.86,1.48,-162.060318,10.29138,0.0,16.357285,16.357285,0.0,43.943851,0.0,Car,4.522031,2.151849,1.86761,-124.062157,-0.281758,0.039616,Car,4.835593,2.242329,1.680533,-146.116867,-0.986519,0.022262,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
13,216.666672,Sedan,4.93,1.86,1.48,-161.787354,10.29138,0.0,17.060431,17.060431,0.0,43.946621,0.0,Car,4.522031,2.151849,1.86761,-123.799126,-0.271318,0.039722,Car,4.835593,2.242329,1.680533,-145.835098,-0.980247,0.022248,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
14,233.333328,Sedan,4.93,1.86,1.48,-161.484619,10.29138,0.0,17.807476,17.807476,0.0,43.943851,0.0,Car,4.522031,2.151849,1.86761,-123.536186,-0.260854,0.039826,Car,4.835593,2.242329,1.680533,-145.553467,-0.973981,0.022239,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
15,250.0,Sedan,4.93,1.86,1.48,-161.169189,10.29138,0.0,18.554523,18.554523,0.0,43.943962,0.0,Car,4.522031,2.151849,1.86761,-123.273338,-0.250367,0.03993,Car,4.835593,2.242329,1.680533,-145.272018,-0.967722,0.022235,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
16,266.666656,Sedan,4.93,1.86,1.48,-160.861069,10.29138,0.0,19.257668,19.257668,0.0,43.946503,0.0,Car,4.522031,2.151849,1.86761,-123.010582,-0.239856,0.040033,Car,4.835593,2.242329,1.680533,-144.990723,-0.961466,0.022236,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
17,283.333344,Sedan,4.93,1.86,1.48,-160.520996,10.29138,0.0,20.004715,20.004715,0.0,43.943962,0.0,Car,4.522031,2.151849,1.86761,-122.747917,-0.229322,0.040134,Car,4.835593,2.242329,1.680533,-144.709579,-0.955212,0.022247,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
18,300.0,Sedan,4.93,1.86,1.48,-160.168213,10.29138,0.0,20.75176,20.75176,0.0,43.943851,0.0,Car,4.522031,2.151849,1.86761,-122.485352,-0.218765,0.040234,Car,4.835593,2.242329,1.680533,-144.428589,-0.948957,0.022269,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
19,316.666656,Sedan,4.93,1.86,1.48,-159.824936,10.29138,0.0,21.454906,21.454906,0.0,43.946621,0.0,Car,4.522031,2.151849,1.86761,-122.22287,-0.208186,0.040329,Car,4.835593,2.242329,1.680533,-144.147751,-0.942698,0.0223,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
20,333.333344,Sedan,4.93,1.86,1.48,-159.44751,10.29138,0.0,22.201952,22.201952,0.0,43.943851,0.0,Car,4.522031,2.151849,1.86761,-121.960472,-0.197586,0.040418,Car,4.835593,2.242329,1.680533,-143.86705,-0.936432,0.022342,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
21,350.0,Sedan,4.93,1.86,1.48,-159.057373,10.29138,0.0,22.948999,22.948999,0.0,43.943962,0.0,Car,4.522031,2.151849,1.86761,-121.698166,-0.186967,0.040502,Car,4.835593,2.242329,1.680533,-143.586502,-0.930155,0.022394,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
22,366.666656,Sedan,4.93,1.86,1.48,-158.67894,10.29138,0.0,23.652143,23.652143,0.0,43.946503,0.0,Car,4.522031,2.151849,1.86761,-121.435936,-0.17633,0.04058,Car,4.835593,2.242329,1.680533,-143.306091,-0.923867,0.022455,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
23,383.333344,Sedan,4.93,1.86,1.48,-158.264359,10.29138,0.0,24.387114,24.387114,0.0,43.233532,0.0,Car,4.522031,2.151849,1.86761,-121.173798,-0.165677,0.040653,Car,4.835593,2.242329,1.680533,-143.025833,-0.917563,0.022526,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
24,400.0,Sedan,4.93,1.86,1.48,-157.848724,10.29138,0.0,24.449127,24.449127,0.0,3.64786,0.0,Car,4.522031,2.151849,1.86761,-120.911743,-0.155009,0.040721,Car,4.835593,2.242329,1.680533,-142.745697,-0.91124,0.022605,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
25,416.666656,Sedan,4.93,1.86,1.48,-157.456604,10.29138,0.0,24.507498,24.507498,0.0,3.648162,0.0,Car,4.522031,2.151849,1.86761,-120.649773,-0.144327,0.040785,Car,4.835593,2.242329,1.680533,-142.465683,-0.904898,0.022693,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
26,433.333344,Sedan,4.93,1.86,1.48,-157.038925,10.29138,0.0,24.569511,24.569511,0.0,3.64786,0.0,Car,4.522031,2.151849,1.86761,-120.387871,-0.133631,0.040845,Car,4.835593,2.242329,1.680533,-142.185806,-0.898532,0.02279,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
27,450.0,Sedan,4.93,1.86,1.48,-156.620193,10.29138,0.0,24.631525,24.631525,0.0,3.64786,0.0,Car,4.522031,2.151849,1.86761,-120.126045,-0.122924,0.040901,Car,4.835593,2.242329,1.680533,-141.906067,-0.892141,0.022895,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
28,466.666656,Sedan,4.93,1.86,1.48,-156.225159,10.29138,0.0,24.689896,24.689896,0.0,3.648162,0.0,Car,4.522031,2.151849,1.86761,-119.864304,-0.112205,0.040952,Car,4.835593,2.242329,1.680533,-141.626434,-0.885722,0.023009,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
29,483.333344,Sedan,4.93,1.86,1.48,-155.804382,10.29138,0.0,24.751909,24.751909,0.0,3.64786,0.0,Car,4.522031,2.151849,1.86761,-119.602631,-0.101477,0.040999,Car,4.835593,2.242329,1.680533,-141.346939,-0.879273,0.023131,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
30,500.0,Sedan,4.93,1.86,1.48,-155.382553,10.29138,0.0,24.813923,24.813923,0.0,3.64786,0.0,Car,4.522031,2.151849,1.86761,-119.341042,-0.090741,0.041041,Car,4.835593,2.242329,1.680533,-141.067551,-0.872791,0.023261,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
31,516.666687,Sedan,4.93,1.86,1.48,-154.984604,10.29138,0.0,24.872293,24.872293,0.0,3.648162,0.0,Car,4.522031,2.151849,1.86761,-119.079521,-0.079996,0.04108,Car,4.835593,2.242329,1.680533,-140.788269,-0.866275,0.023399,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
32,533.333313,Sedan,4.93,1.86,1.48,-154.560715,10.29138,0.0,24.934307,24.934307,0.0,3.64786,0.0,Car,4.522031,2.151849,1.86761,-118.818069,-0.069245,0.041114,Car,4.835593,2.242329,1.680533,-140.509109,-0.859722,0.023544,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
33,550.0,Sedan,4.93,1.86,1.48,-154.135773,10.29138,0.0,24.996321,24.996321,0.0,3.64786,0.0,Car,4.522031,2.151849,1.86761,-118.556679,-0.058489,0.041144,Car,4.835593,2.242329,1.680533,-140.230057,-0.853129,0.023696,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
34,566.666687,Sedan,4.93,1.86,1.48,-153.734894,10.29138,0.0,25.054689,25.054689,0.0,3.648042,0.0,Car,4.522031,2.151849,1.86761,-118.295364,-0.047728,0.041169,Car,4.835593,2.242329,1.680533,-139.951111,-0.846496,0.023856,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
35,583.333313,Sedan,4.93,1.86,1.48,-153.307907,10.29138,0.0,25.116705,25.116705,0.0,3.647972,0.0,Car,4.522031,2.151849,1.86761,-118.034119,-0.036963,0.041191,Car,4.835593,2.242329,1.680533,-139.672272,-0.83982,0.024023,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
36,600.0,Sedan,4.93,1.86,1.48,-152.879868,10.29138,0.0,25.178719,25.178719,0.0,3.64786,0.0,Car,4.522031,2.151849,1.86761,-117.772934,-0.026196,0.041208,Car,4.835593,2.242329,1.680533,-139.393524,-0.833098,0.024196,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
37,616.666687,Sedan,4.93,1.86,1.48,-152.476074,10.29138,0.0,25.237087,25.237087,0.0,3.648042,0.0,Car,4.522031,2.151849,1.86761,-117.511818,-0.015428,0.041222,Car,4.835593,2.242329,1.680533,-139.114868,-0.82633,0.024375,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
38,633.333313,Sedan,4.93,1.86,1.48,-152.04599,10.29138,0.0,25.299101,25.299101,0.0,3.64786,0.0,Car,4.522031,2.151849,1.86761,-117.250755,-0.004659,0.041232,Car,4.835593,2.242329,1.680533,-138.836319,-0.819513,0.024559,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
39,650.0,Sedan,4.93,1.86,1.48,-151.614853,10.29138,0.0,25.361116,25.361116,0.0,3.647972,0.0,Car,4.522031,2.151849,1.86761,-116.989754,0.006109,0.041238,Car,4.835593,2.242329,1.680533,-138.557846,-0.812647,0.024749,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
40,666.666687,Sedan,4.93,1.86,1.48,-151.208145,10.29138,0.0,25.419485,25.419485,0.0,3.648042,0.0,Car,4.522031,2.151849,1.86761,-116.728813,0.016876,0.04124,Car,4.835593,2.242329,1.680533,-138.27948,-0.805729,0.024945,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
41,683.333313,Sedan,4.93,1.86,1.48,-150.774994,10.29138,0.0,25.479181,25.479181,0.0,3.511541,0.0,Car,4.522031,2.151849,1.86761,-116.467934,0.027641,0.041238,Car,4.835593,2.242329,1.680533,-138.00119,-0.798757,0.025147,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
42,700.0,Sedan,4.93,1.86,1.48,-150.341919,10.29138,0.0,25.475422,25.475422,0.0,-0.22114,0.0,Car,4.522031,2.151849,1.86761,-116.207108,0.038403,0.041233,Car,4.835593,2.242329,1.680533,-137.722992,-0.791732,0.025352,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
43,716.666687,Sedan,4.93,1.86,1.48,-149.934372,10.29138,0.0,25.471886,25.471886,0.0,-0.221014,0.0,Car,4.522031,2.151849,1.86761,-115.946335,0.04916,0.041224,Car,4.835593,2.242329,1.680533,-137.44487,-0.78465,0.025562,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
44,733.333313,Sedan,4.93,1.86,1.48,-149.501419,10.29138,0.0,25.468126,25.468126,0.0,-0.22114,0.0,Car,4.522031,2.151849,1.86761,-115.685608,0.059913,0.041212,Car,4.835593,2.242329,1.680533,-137.166824,-0.777512,0.025775,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
45,750.0,Sedan,4.93,1.86,1.48,-149.068527,10.29138,0.0,25.464369,25.464369,0.0,-0.221028,0.0,Car,4.522031,2.151849,1.86761,-115.424934,0.07066,0.041197,Car,4.835593,2.242329,1.680533,-136.888855,-0.770315,0.025992,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
