Frame,Time(MS),Ego_Type,Ego_SizeX(M),Ego_SizeY(M),Ego_SizeZ(M),Ego_PosX(M),Ego_PosY(M),Ego_RotZ(R),Ego_Speed(M/S),Ego_LinearVelocityX(M/S),Ego_LinearVelocityY(M/S),Ego_LinearAccelerationX(M/S2),Ego_LinearAccelerationY(M/S2),Actor_11_Type,Actor_11_SizeX(M),Actor_11_SizeY(M),Actor_11_SizeZ(M),Actor_11_PosX(M),Actor_11_PosY(M),Actor_11_RotZ(R),Actor_12_Type,Actor_12_SizeX(M),Actor_12_SizeY(M),Actor_12_SizeZ(M),Actor_12_PosX(M),Actor_12_PosY(M),Actor_12_RotZ(R),Actor_13_Type,Actor_13_SizeX(M),Actor_13_SizeY(M),Actor_13_SizeZ(M),Actor_13_PosX(M),Actor_13_PosY(M),Actor_13_RotZ(R),Actor_14_Type,Actor_14_SizeX(M),Actor_14_SizeY(M),Actor_14_SizeZ(M),Actor_14_PosX(M),Actor_14_PosY(M),Actor_14_RotZ(R)
1,16.666666,Truck,5.53,2.69,3.17,-131.665405,6.828037,0.008259,0.0,0.0,0.0,2e-06,0.0,,,,,,,,,,,,,,,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
2,33.333332,Truck,5.53,2.69,3.17,-131.665405,6.828037,0.008259,0.0,0.0,0.0,2e-06,0.0,,,,,,,,,,,,,,,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
3,50.0,Truck,5.53,2.69,3.17,-131.665405,6.828037,0.008259,0.0,0.0,0.0,2e-06,0.0,,,,,,,,,,,,,,,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
4,66.666664,Truck,5.53,2.69,3.17,-131.665405,6.828037,0.008259,0.0,0.0,0.0,2e-06,0.0,,,,,,,,,,,,,,,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
5,83.333336,Truck,5.53,2.69,3.17,-131.665405,6.828037,0.008259,0.0,-0.0,0.0,-7e-06,-0.0,,,,,,,,,,,,,,,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
6,100.0,Truck,5.53,2.69,3.17,-131.665405,6.828037,0.008259,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
7,116.666664,Truck,5.53,2.69,3.17,-131.529556,6.829154,0.008221,7.991465,7.991195,0.065694,470.070251,3.864376,,,,,,,,,,,,,,,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
8,133.333328,Truck,5.53,2.69,3.17,-131.394882,6.830256,0.008184,8.417746,8.417463,0.068892,26.641785,0.19986,,,,,,,,,,,,,,,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
9,150.0,Truck,5.53,2.69,3.17,-131.24408,6.831485,0.008146,8.870642,8.870347,0.072256,26.640217,0.197847,,,,,,,,,,,,,,,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
10,166.666672,Truck,5.53,2.69,3.17,-131.085587,6.83277,0.008107,9.323538,9.323232,0.075584,26.640274,0.195786,,,,,,,,,,,,,,,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
11,183.333328,Truck,5.53,2.69,3.17,-130.929596,6.834029,0.00807,9.749819,9.749501,0.078685,26.641844,0.193797,,,,,,,,Car,4.940668,2.133547,1.419567,-163.369522,6.757952,-0.001764,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
12,200.0,Truck,5.53,2.69,3.17,-130.567322,6.836925,0.007993,10.65561,10.65527,0.08517,26.640245,0.190753,,,,,,,,Car,4.940668,2.133547,1.419567,-163.237839,6.75772,-0.001765,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
13,216.666672,Truck,5.53,2.69,3.17,-130.390015,6.838336,0.007957,11.081891,11.08154,0.088174,26.641905,0.187734,,,,,,,,Car,4.940668,2.133547,1.419567,-163.099945,6.757476,-0.001761,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
14,233.333328,Truck,5.53,2.69,3.17,-130.193924,6.839888,0.007918,11.534788,11.534426,0.091331,26.640329,0.185721,,,,,,,,Car,4.940668,2.133547,1.419567,-162.955841,6.757223,-0.00175,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
15,250.0,Truck,5.53,2.69,3.17,-129.990143,6.841494,0.007879,11.987683,11.98731,0.094454,26.640274,0.18366,,,,,,,,Car,4.940668,2.133547,1.419567,-162.805527,6.756961,-0.001732,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
16,266.666656,Truck,5.53,2.69,3.17,-129.791519,6.843051,0.007843,12.413963,12.413582,0.09736,26.641964,0.181671,,,,,,,,Car,4.940668,2.133547,1.419567,-162.649017,6.756692,-0.001705,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
17,283.333344,Truck,5.53,2.69,3.17,-129.572784,6.844759,0.007804,12.866859,12.866467,0.100414,26.640329,0.179659,,,,,,,,Car,4.940668,2.133547,1.419567,-162.486282,6.756417,-0.001669,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
