Frame,Time(MS),Ego_Type,Ego_SizeX(M),Ego_SizeY(M),Ego_SizeZ(M),Ego_PosX(M),Ego_PosY(M),Ego_RotZ(R),Ego_Speed(M/S),Ego_LinearVelocityX(M/S),Ego_LinearVelocityY(M/S),Ego_LinearAccelerationX(M/S2),Ego_LinearAccelerationY(M/S2),Actor_11_Type,Actor_11_SizeX(M),Actor_11_SizeY(M),Actor_11_SizeZ(M),Actor_11_PosX(M),Actor_11_PosY(M),Actor_11_RotZ(R),Actor_12_Type,Actor_12_SizeX(M),Actor_12_SizeY(M),Actor_12_SizeZ(M),Actor_12_PosX(M),Actor_12_PosY(M),Actor_12_RotZ(R),Actor_13_Type,Actor_13_SizeX(M),Actor_13_SizeY(M),Actor_13_SizeZ(M),Actor_13_PosX(M),Actor_13_PosY(M),Actor_13_RotZ(R),Actor_14_Type,Actor_14_SizeX(M),Actor_14_SizeY(M),Actor_14_SizeZ(M),Actor_14_PosX(M),Actor_14_PosY(M),Actor_14_RotZ(R)
1,16.666666,Sedan,4.93,1.86,1.48,-164.182205,5.864836,0.033875,2e-06,0.0,0.0,4e-06,0.0,,,,,,,,,,,,,,,Car,4.807965,2.239136,1.480145,-93.97953,0.712474,0.071579,Car,0.0,0.0,0.0,0.0,0.0,0.0
2,33.333332,Sedan,4.93,1.86,1.48,-164.182205,5.864836,0.033875,2e-06,0.0,0.0,4e-06,0.0,,,,,,,,,,,,,,,Car,4.807965,2.239136,1.480145,-93.97953,0.712474,0.071579,Car,0.0,0.0,0.0,0.0,0.0,0.0
3,50.0,Sedan,4.93,1.86,1.48,-164.182205,5.864836,0.033875,2e-06,-0.0,-0.0,-1.6e-05,-1e-06,Car,4.314137,2.037841,1.395466,-140.486847,6.419818,0.005513,Car,4.222917,2.076631,1.844059,-70.770927,5.832031,-0.003134,Car,4.807965,2.239136,1.480145,-93.97953,0.712474,0.071581,Car,0.0,0.0,0.0,0.0,0.0,0.0
4,66.666664,Sedan,4.93,1.86,1.48,-164.182205,5.864836,0.033875,4e-06,-0.0,-0.0,2e-06,0.0,Car,4.314137,2.037841,1.395466,-140.143555,6.421669,0.005268,Car,4.222917,2.076631,1.844059,-70.483337,5.831136,-0.003091,Car,4.807965,2.239136,1.480145,-93.751396,0.728886,0.072055,Car,0.0,0.0,0.0,0.0,0.0,0.0
5,83.333336,Sedan,4.93,1.86,1.48,-164.182205,5.864836,0.033875,3e-06,0.0,0.0,1.7e-05,1e-06,Car,4.314137,2.037841,1.395466,-139.800232,6.423434,0.005014,Car,4.222917,2.076631,1.844059,-70.195786,5.830253,-0.003048,Car,4.807965,2.239136,1.480145,-93.523262,0.745406,0.07251,Car,0.0,0.0,0.0,0.0,0.0,0.0
6,100.0,Sedan,4.93,1.86,1.48,-164.182205,5.864836,0.03388,0.0,0.0,0.0,0.0,0.0,Car,4.314137,2.037841,1.395466,-139.456879,6.425111,0.004753,Car,4.222917,2.076631,1.844059,-69.908264,5.829383,-0.003005,Car,4.807965,2.239136,1.480145,-93.295128,0.762027,0.072947,Car,0.0,0.0,0.0,0.0,0.0,0.0
7,116.666664,Sedan,4.93,1.86,1.48,-163.832626,5.875469,0.030406,10.598423,10.593524,0.322201,321.015869,9.76368,Car,4.314137,2.037841,1.395466,-139.113525,6.426697,0.004483,Car,4.222917,2.076631,1.844059,-69.620781,5.828526,-0.002961,Car,4.807965,2.239136,1.480145,-93.066994,0.778747,0.073365,Car,0.0,0.0,0.0,0.0,0.0,0.0
8,133.333328,Sedan,4.93,1.86,1.48,-163.642197,5.880919,0.028616,11.206241,11.201653,0.320633,35.772266,-0.092247,Car,4.314137,2.037841,1.395466,-138.770142,6.428189,0.004207,Car,4.222917,2.076631,1.844059,-69.333321,5.82768,-0.002918,Car,4.807965,2.239136,1.480145,-92.838867,0.79556,0.07377,Car,0.0,0.0,0.0,0.0,0.0,0.0
9,150.0,Sedan,4.93,1.86,1.48,-163.441437,5.886307,0.026826,11.814059,11.809809,0.316889,35.773891,-0.220225,Car,4.314137,2.037841,1.395466,-138.426666,6.429586,0.003929,Car,4.222917,2.076631,1.844059,-69.045891,5.826848,-0.002874,Car,4.807965,2.239136,1.480145,-92.610718,0.812467,0.074168,Car,0.0,0.0,0.0,0.0,0.0,0.0
10,166.666672,Sedan,4.93,1.86,1.48,-163.243317,5.891289,0.025142,12.386158,12.382243,0.311378,35.777149,-0.344474,Car,4.314137,2.037841,1.395466,-138.083084,6.430889,0.003652,Car,4.222917,2.076631,1.844059,-68.758492,5.826028,-0.002829,Car,4.807965,2.239136,1.480145,-92.382568,0.829464,0.074557,Car,0.0,0.0,0.0,0.0,0.0,0.0
11,183.333328,Sedan,4.93,1.86,1.48,-163.022476,5.896447,0.023352,12.993976,12.990433,0.30341,35.775856,-0.468684,Car,4.314137,2.037841,1.395466,-137.73941,6.432096,0.003374,Car,4.222917,2.076631,1.844059,-68.471115,5.825222,-0.002785,Car,4.807965,2.239136,1.480145,-92.154404,0.846551,0.074935,Car,0.0,0.0,0.0,0.0,0.0,0.0
12,200.0,Sedan,4.93,1.86,1.48,-162.791306,5.901432,0.021563,13.601793,13.598632,0.293267,35.776417,-0.596678,Car,4.314137,2.037841,1.395466,-137.395615,6.433208,0.003097,Car,4.222917,2.076631,1.844059,-68.183762,5.824428,-0.002741,Car,4.807965,2.239136,1.480145,-91.926231,0.863723,0.075303,Car,0.0,0.0,0.0,0.0,0.0,0.0
