Frame,Time(MS),Ego_Type,Ego_SizeX(M),Ego_SizeY(M),Ego_SizeZ(M),Ego_PosX(M),Ego_PosY(M),Ego_RotZ(R),Ego_Speed(M/S),Ego_LinearVelocityX(M/S),Ego_LinearVelocityY(M/S),Ego_LinearAccelerationX(M/S2),Ego_LinearAccelerationY(M/S2),Actor_11_Type,Actor_11_SizeX(M),Actor_11_SizeY(M),Actor_11_SizeZ(M),Actor_11_PosX(M),Actor_11_PosY(M),Actor_11_RotZ(R),Actor_12_Type,Actor_12_SizeX(M),Actor_12_SizeY(M),Actor_12_SizeZ(M),Actor_12_PosX(M),Actor_12_PosY(M),Actor_12_RotZ(R),Actor_13_Type,Actor_13_SizeX(M),Actor_13_SizeY(M),Actor_13_SizeZ(M),Actor_13_PosX(M),Actor_13_PosY(M),Actor_13_RotZ(R),Actor_14_Type,Actor_14_SizeX(M),Actor_14_SizeY(M),Actor_14_SizeZ(M),Actor_14_PosX(M),Actor_14_PosY(M),Actor_14_RotZ(R)
1,16.666666,Sedan,4.93,1.86,1.48,-163.217422,5.697127,0.006067,2e-06,0.0,0.0,3e-06,0.0,,,,,,,,,,,,,,,,,,,,,,Car,4.522031,2.151849,1.86761,-117.577126,-0.670698,0.025395
2,33.333332,Sedan,4.93,1.86,1.48,-163.217422,5.697127,0.006067,2e-06,0.0,0.0,3e-06,0.0,,,,,,,,,,,,,,,,,,,,,,Car,4.522031,2.151849,1.86761,-117.577126,-0.670698,0.025395
3,50.0,Sedan,4.93,1.86,1.48,-163.217422,5.697127,0.006068,2e-06,0.0,0.0,-2e-06,-0.0,Car,5.57548,2.385468,1.880301,-63.544476,2.107661,0.047064,Car,4.365002,2.123602,1.659208,-126.040985,6.068051,0.00524,,,,,,,,Car,4.522031,2.151849,1.86761,-117.577126,-0.670698,0.025396
4,66.666664,Sedan,4.93,1.86,1.48,-163.217422,5.697127,0.006068,3e-06,0.0,0.0,2e-06,0.0,Car,5.57548,2.385468,1.880301,-63.238235,2.12208,0.047034,Car,4.365002,2.123602,1.659208,-125.604546,6.070311,0.005118,,,,,,,,Car,4.522031,2.151849,1.86761,-117.311653,-0.663886,0.025802
5,83.333336,Sedan,4.93,1.86,1.48,-163.217422,5.697127,0.006068,3e-06,-0.0,-0.0,-1e-05,-0.0,Car,5.57548,2.385468,1.880301,-62.931858,2.136496,0.046999,Car,4.365002,2.123602,1.659208,-125.168159,6.072519,0.005005,,,,,,,,Car,4.522031,2.151849,1.86761,-117.046021,-0.657013,0.025939
6,100.0,Sedan,4.93,1.86,1.48,-162.911667,5.698659,0.005921,0.0,0.0,0.0,0.0,0.0,Car,5.57548,2.385468,1.880301,-62.625336,2.150907,0.046959,Car,4.365002,2.123602,1.659208,-124.731834,6.07468,0.0049,,,,,,,,Car,4.522031,2.151849,1.86761,-116.780228,-0.6501,0.026063
7,116.666664,Sedan,4.93,1.86,1.48,-162.697952,5.699894,0.005782,13.356938,13.356715,0.077231,834.794678,4.826955,Car,5.57548,2.385468,1.880301,-62.318672,2.165311,0.046914,Car,4.365002,2.123602,1.659208,-124.29557,6.076796,0.004804,,,,,,,,Car,4.522031,2.151849,1.86761,-116.514267,-0.643151,0.026174
8,133.333328,Sedan,4.93,1.86,1.48,-162.45694,5.701252,0.005635,14.177588,14.177363,0.079891,48.273422,0.156429,Car,5.57548,2.385468,1.880301,-62.011868,2.179708,0.046865,Car,4.365002,2.123602,1.659208,-123.859367,6.078872,0.004714,,,,,,,,Car,4.522031,2.151849,1.86761,-116.248138,-0.636171,0.026272
9,150.0,Sedan,4.93,1.86,1.48,-162.201981,5.702652,0.005488,14.998238,14.998012,0.082308,48.273422,0.142225,Car,5.57548,2.385468,1.880301,-61.704929,2.194095,0.046813,Car,4.365002,2.123602,1.659208,-123.423302,6.080909,0.00463,,,,,,,,Car,4.522031,2.151849,1.86761,-115.98185,-0.629162,0.026357
10,166.666672,Sedan,4.93,1.86,1.48,-161.949646,5.704001,0.005349,15.770661,15.770435,0.084364,48.276482,0.128447,Car,5.57548,2.385468,1.880301,-61.397854,2.208472,0.046757,Car,4.365002,2.123602,1.659208,-122.987373,6.08291,0.004551,,,,,,,,Car,4.522031,2.151849,1.86761,-115.715393,-0.622127,0.026429
