Frame,Time(MS),Ego_Type,Ego_SizeX(M),Ego_SizeY(M),Ego_SizeZ(M),Ego_PosX(M),Ego_PosY(M),Ego_RotZ(R),Ego_Speed(M/S),Ego_LinearVelocityX(M/S),Ego_LinearVelocityY(M/S),Ego_LinearAccelerationX(M/S2),Ego_LinearAccelerationY(M/S2),Actor_11_Type,Actor_11_SizeX(M),Actor_11_SizeY(M),Actor_11_SizeZ(M),Actor_11_PosX(M),Actor_11_PosY(M),Actor_11_RotZ(R),Actor_12_Type,Actor_12_SizeX(M),Actor_12_SizeY(M),Actor_12_SizeZ(M),Actor_12_PosX(M),Actor_12_PosY(M),Actor_12_RotZ(R),Actor_13_Type,Actor_13_SizeX(M),Actor_13_SizeY(M),Actor_13_SizeZ(M),Actor_13_PosX(M),Actor_13_PosY(M),Actor_13_RotZ(R),Actor_14_Type,Actor_14_SizeX(M),Actor_14_SizeY(M),Actor_14_SizeZ(M),Actor_14_PosX(M),Actor_14_PosY(M),Actor_14_RotZ(R)
1,16.666666,Sedan,4.93,1.86,1.48,-157.129272,-1.538087,0.027101,1e-06,0.0,0.0,3e-06,0.0,,,,,,,,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2,33.333332,Sedan,4.93,1.86,1.48,-157.129272,-1.538087,0.027101,1e-06,0.0,0.0,3e-06,0.0,,,,,,,,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
3,50.0,Sedan,4.93,1.86,1.48,-157.129272,-1.538087,0.027101,3e-06,0.0,0.0,3e-06,0.0,,,,,,,,Car,4.435011,2.229103,1.165747,-132.019775,-0.819643,0.010196,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
4,66.666664,Sedan,4.93,1.86,1.48,-157.129272,-1.538087,0.027101,3e-06,0.0,0.0,-1e-06,-0.0,,,,,,,,Car,4.435011,2.229103,1.165747,-131.894882,-0.818374,0.010149,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
5,83.333336,Sedan,4.93,1.86,1.48,-157.129272,-1.538087,0.027101,4e-06,0.0,0.0,2e-06,0.0,,,,,,,,Car,4.435011,2.229103,1.165747,-131.763733,-0.81704,0.010215,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
6,100.0,Sedan,4.93,1.86,1.48,-156.950714,-1.533395,0.026972,0.0,0.0,0.0,0.0,0.0,,,,,,,,Car,4.435011,2.229103,1.165747,-131.626328,-0.815624,0.010409,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
7,116.666664,Sedan,4.93,1.86,1.48,-156.823807,-1.529986,0.026851,7.93469,7.93183,0.213029,495.739349,13.314317,Truck,13.465333,3.068987,4.177894,-160.842987,6.003893,0.004293,Car,4.435011,2.229103,1.165747,-131.482681,-0.814106,0.01075,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
8,133.333328,Sedan,4.93,1.86,1.48,-156.681229,-1.526175,0.026722,8.390061,8.387066,0.224176,26.778584,0.655675,Truck,13.465333,3.068987,4.177894,-160.714722,6.004443,0.004279,Car,4.435011,2.229103,1.165747,-131.332779,-0.812459,0.011256,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
9,150.0,Sedan,4.93,1.86,1.48,-156.530914,-1.522177,0.026594,8.845433,8.842305,0.235205,26.77878,0.648784,Truck,13.465333,3.068987,4.177894,-160.580322,6.005018,0.004297,Car,4.435011,2.229103,1.165747,-131.17662,-0.810649,0.011946,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
10,166.666672,Sedan,4.93,1.86,1.48,-156.382584,-1.518249,0.026473,9.274044,9.270795,0.245479,26.780603,0.642133,Truck,13.465333,3.068987,4.177894,-160.439774,6.005626,0.004353,Car,4.435011,2.229103,1.165747,-131.014221,-0.808639,0.01284,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
