Frame,Time(MS),Ego_Type,Ego_SizeX(M),Ego_SizeY(M),Ego_SizeZ(M),Ego_PosX(M),Ego_PosY(M),Ego_RotZ(R),Ego_Speed(M/S),Ego_LinearVelocityX(M/S),Ego_LinearVelocityY(M/S),Ego_LinearAccelerationX(M/S2),Ego_LinearAccelerationY(M/S2),Actor_11_Type,Actor_11_SizeX(M),Actor_11_SizeY(M),Actor_11_SizeZ(M),Actor_11_PosX(M),Actor_11_PosY(M),Actor_11_RotZ(R),Actor_12_Type,Actor_12_SizeX(M),Actor_12_SizeY(M),Actor_12_SizeZ(M),Actor_12_PosX(M),Actor_12_PosY(M),Actor_12_RotZ(R),Actor_13_Type,Actor_13_SizeX(M),Actor_13_SizeY(M),Actor_13_SizeZ(M),Actor_13_PosX(M),Actor_13_PosY(M),Actor_13_RotZ(R),Actor_14_Type,Actor_14_SizeX(M),Actor_14_SizeY(M),Actor_14_SizeZ(M),Actor_14_PosX(M),Actor_14_PosY(M),Actor_14_RotZ(R)
1,16.666666,Sedan,4.93,1.86,1.48,-126.669983,8.153362,6.264291,3e-06,-0.0,0.0,-2.3e-05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,33.333332,Sedan,4.93,1.86,1.48,-126.669983,8.153362,6.264291,3e-06,-0.0,0.0,-2.3e-05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,50.0,Sedan,4.93,1.86,1.48,-126.669983,8.153362,-0.018894,3e-06,0.0,-0.0,3e-05,-1e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,66.666664,Sedan,4.93,1.86,1.48,-126.669983,8.153362,-0.018894,1e-06,-0.0,0.0,-2.2e-05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,83.333336,Sedan,4.93,1.86,1.48,-126.669983,8.153362,-0.018897,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,100.0,Sedan,4.93,1.86,1.48,-126.465271,8.149755,-0.017622,12.043752,12.041882,-0.212227,708.345947,-12.483948,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,116.666664,Sedan,4.93,1.86,1.48,-126.260941,8.146399,-0.016422,12.772256,12.770534,-0.209737,45.540749,0.155633,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,133.333328,Sedan,4.93,1.86,1.48,-126.030678,8.142911,-0.015147,13.546246,13.544692,-0.205175,45.538731,0.268328,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,150.0,Sedan,4.93,1.86,1.48,-125.787254,8.139534,-0.013872,14.320234,14.318856,-0.19864,45.539066,0.384449,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,166.666672,Sedan,4.93,1.86,1.48,-125.546494,8.136483,-0.012671,15.048739,15.047531,-0.190685,45.542179,0.497187,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,183.333328,Sedan,4.93,1.86,1.48,-125.277527,8.133418,-0.011396,15.822729,15.821702,-0.180317,45.539459,0.609867,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,200.0,Sedan,4.93,1.86,1.48,-124.995399,8.130563,-0.010121,16.596718,16.595867,-0.167975,45.539124,0.72599,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,216.666672,Sedan,4.93,1.86,1.48,-124.718208,8.12809,-0.008921,17.325226,17.324535,-0.154555,45.541759,0.838751,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,233.333328,Sedan,4.93,1.86,1.48,-124.41053,8.125737,-0.007646,18.099213,18.098684,-0.138381,45.53817,0.951412,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,250.0,Sedan,4.93,1.86,1.48,-124.089691,8.123693,-0.006371,18.873201,18.872818,-0.120233,45.537273,1.067535,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,266.666656,Sedan,4.93,1.86,1.48,-123.77607,8.122072,-0.00517,19.601709,19.601446,-0.101348,45.539257,1.180316,,,,,,,,,,,,,,,,,,,,,,,,,,,,
