Frame,Time(MS),Ego_Type,Ego_SizeX(M),Ego_SizeY(M),Ego_SizeZ(M),Ego_PosX(M),Ego_PosY(M),Ego_RotZ(R),Ego_Speed(M/S),Ego_LinearVelocityX(M/S),Ego_LinearVelocityY(M/S),Ego_LinearAccelerationX(M/S2),Ego_LinearAccelerationY(M/S2),Actor_11_Type,Actor_11_SizeX(M),Actor_11_SizeY(M),Actor_11_SizeZ(M),Actor_11_PosX(M),Actor_11_PosY(M),Actor_11_RotZ(R),Actor_12_Type,Actor_12_SizeX(M),Actor_12_SizeY(M),Actor_12_SizeZ(M),Actor_12_PosX(M),Actor_12_PosY(M),Actor_12_RotZ(R),Actor_13_Type,Actor_13_SizeX(M),Actor_13_SizeY(M),Actor_13_SizeZ(M),Actor_13_PosX(M),Actor_13_PosY(M),Actor_13_RotZ(R),Actor_14_Type,Actor_14_SizeX(M),Actor_14_SizeY(M),Actor_14_SizeZ(M),Actor_14_PosX(M),Actor_14_PosY(M),Actor_14_RotZ(R)
1,16.666666,Truck,5.53,2.69,3.17,-162.444839,5.649467,0.042402,0.0,0.0,0.0,4e-06,0.0,,,,,,,,,,,,,,,Car,4.835593,2.242329,1.680533,-83.114487,1.039916,0.028723,Car,0.0,0.0,0.0,0.0,0.0,0.0
2,33.333332,Truck,5.53,2.69,3.17,-162.444839,5.649467,0.042402,0.0,0.0,0.0,4e-06,0.0,,,,,,,,,,,,,,,Car,4.835593,2.242329,1.680533,-83.114487,1.039916,0.028723,Car,0.0,0.0,0.0,0.0,0.0,0.0
3,50.0,Truck,5.53,2.69,3.17,-162.444839,5.649468,0.042402,1e-06,0.0,0.0,4e-06,0.0,Car,5.003799,2.087749,1.423941,-137.413788,-1.544617,0.02595,Truck,13.465333,3.068987,4.177894,-106.87072,-0.210753,0.041662,Car,4.835593,2.242329,1.680533,-83.114487,1.039916,0.028722,Car,0.0,0.0,0.0,0.0,0.0,0.0
4,66.666664,Truck,5.53,2.69,3.17,-162.444839,5.649468,0.042402,1e-06,0.0,0.0,4e-06,0.0,Car,5.003799,2.087749,1.423941,-137.154266,-1.537874,0.026008,Truck,13.465333,3.068987,4.177894,-106.591911,-0.199136,0.041626,Car,4.835593,2.242329,1.680533,-82.845253,1.047558,0.02818,Car,0.0,0.0,0.0,0.0,0.0,0.0
5,83.333336,Truck,5.53,2.69,3.17,-162.444839,5.649468,0.042402,1e-06,0.0,0.0,3e-06,0.0,Car,5.003799,2.087749,1.423941,-136.89476,-1.531115,0.026067,Truck,13.465333,3.068987,4.177894,-106.312988,-0.187522,0.041602,Car,4.835593,2.242329,1.680533,-82.576012,1.055124,0.028011,Car,0.0,0.0,0.0,0.0,0.0,0.0
6,100.0,Truck,5.53,2.69,3.17,-162.205093,5.656068,0.040362,0.0,0.0,0.0,0.0,0.0,Car,5.003799,2.087749,1.423941,-136.635254,-1.524341,0.026128,Truck,13.465333,3.068987,4.177894,-106.033943,-0.175909,0.041589,Car,4.835593,2.242329,1.680533,-82.306763,1.062647,0.02786,Car,0.0,0.0,0.0,0.0,0.0,0.0
7,116.666664,Truck,5.53,2.69,3.17,-162.036606,5.662548,0.038438,10.538532,10.530748,0.404982,658.171753,25.311357,Car,5.003799,2.087749,1.423941,-136.375748,-1.517551,0.026189,Truck,13.465333,3.068987,4.177894,-105.754776,-0.164293,0.041587,Car,4.835593,2.242329,1.680533,-82.037514,1.070132,0.027728,Car,0.0,0.0,0.0,0.0,0.0,0.0
8,133.333328,Truck,5.53,2.69,3.17,-161.846832,5.669457,0.036394,11.170513,11.163116,0.406449,37.19812,0.086285,Car,5.003799,2.087749,1.423941,-136.116257,-1.510746,0.026252,Truck,13.465333,3.068987,4.177894,-105.475494,-0.15267,0.041595,Car,4.835593,2.242329,1.680533,-81.768265,1.077584,0.027614,Car,0.0,0.0,0.0,0.0,0.0,0.0
9,150.0,Truck,5.53,2.69,3.17,-161.646301,5.676348,0.03435,11.802494,11.795532,0.405332,37.200924,-0.065707,Car,5.003799,2.087749,1.423941,-135.856766,-1.503924,0.026316,Truck,13.465333,3.068987,4.177894,-105.196083,-0.14104,0.041609,Car,4.835593,2.242329,1.680533,-81.499001,1.085008,0.027519,Car,0.0,0.0,0.0,0.0,0.0,0.0
10,166.666672,Truck,5.53,2.69,3.17,-161.448044,5.682779,0.032426,12.397337,12.39082,0.401919,37.205456,-0.213254,Car,5.003799,2.087749,1.423941,-135.597275,-1.497085,0.026383,Truck,13.465333,3.068987,4.177894,-104.91655,-0.129399,0.041631,Car,4.835593,2.242329,1.680533,-81.229744,1.092409,0.027442,Car,0.0,0.0,0.0,0.0,0.0,0.0
