Frame,Time(MS),Ego_Type,Ego_SizeX(M),Ego_SizeY(M),Ego_SizeZ(M),Ego_PosX(M),Ego_PosY(M),Ego_RotZ(R),Ego_Speed(M/S),Ego_LinearVelocityX(M/S),Ego_LinearVelocityY(M/S),Ego_LinearAccelerationX(M/S2),Ego_LinearAccelerationY(M/S2),Actor_11_Type,Actor_11_SizeX(M),Actor_11_SizeY(M),Actor_11_SizeZ(M),Actor_11_PosX(M),Actor_11_PosY(M),Actor_11_RotZ(R),Actor_12_Type,Actor_12_SizeX(M),Actor_12_SizeY(M),Actor_12_SizeZ(M),Actor_12_PosX(M),Actor_12_PosY(M),Actor_12_RotZ(R),Actor_13_Type,Actor_13_SizeX(M),Actor_13_SizeY(M),Actor_13_SizeZ(M),Actor_13_PosX(M),Actor_13_PosY(M),Actor_13_RotZ(R),Actor_14_Type,Actor_14_SizeX(M),Actor_14_SizeY(M),Actor_14_SizeZ(M),Actor_14_PosX(M),Actor_14_PosY(M),Actor_14_RotZ(R)
1,16.666666,Sedan,4.93,1.86,1.48,-159.150009,-1.257989,6.267298,2e-06,0.0,-0.0,2e-06,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,33.333332,Sedan,4.93,1.86,1.48,-159.150009,-1.257989,6.267298,2e-06,0.0,-0.0,2e-06,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,50.0,Sedan,4.93,1.86,1.48,-159.150009,-1.257989,-0.015888,2e-06,0.0,-0.0,1e-06,-0.0,,,,,,,,Truck,4.297476,2.361856,2.672907,-139.950195,-1.0034,0.010292,,,,,,,,,,,,,,
4,66.666664,Sedan,4.93,1.86,1.48,-159.150009,-1.257989,-0.015888,3e-06,0.0,-0.0,-0.0,-0.0,,,,,,,,Truck,4.297476,2.361856,2.672907,-139.855728,-1.002429,0.010277,,,,,,,,,,,,,,
5,83.333336,Sedan,4.93,1.86,1.48,-159.150009,-1.257989,-0.015888,4e-06,0.0,-0.0,1e-06,-0.0,,,,,,,,Truck,4.297476,2.361856,2.672907,-139.756638,-1.00141,0.010307,,,,,,,,,,,,,,
6,100.0,Sedan,4.93,1.86,1.48,-159.150009,-1.257989,-0.015891,0.0,0.0,0.0,0.0,0.0,,,,,,,,Truck,4.297476,2.361856,2.672907,-139.652878,-1.000336,0.01039,,,,,,,,,,,,,,
7,116.666664,Sedan,4.93,1.86,1.48,-159.07399,-1.259094,-0.014538,4.472,4.471527,-0.06501,263.031006,-3.824123,,,,,,,,Truck,4.297476,2.361856,2.672907,-139.544479,-0.999203,0.010533,,,,,,,,,,,,,,
8,133.333328,Sedan,4.93,1.86,1.48,-158.997253,-1.260112,-0.013264,4.796384,4.795962,-0.063616,20.277201,0.087126,,,,,,,,Truck,4.297476,2.361856,2.672907,-139.431427,-0.998001,0.010742,,,,,,,,,,,,,,
9,150.0,Sedan,4.93,1.86,1.48,-158.909866,-1.261153,-0.01191,5.141022,5.140657,-0.061229,20.276154,0.140387,,,,,,,,Truck,4.297476,2.361856,2.672907,-139.313721,-0.99672,0.011027,,,,,,,,,,,,,,
10,166.666672,Sedan,4.93,1.86,1.48,-158.81662,-1.262137,-0.010557,5.48566,5.485354,-0.05791,20.276293,0.195266,,,,,,,,Truck,4.297476,2.361856,2.672907,-139.191376,-0.995349,0.011395,,,,,,,,,,,,,,
