Frame,Time(MS),Ego_Type,Ego_SizeX(M),Ego_SizeY(M),Ego_SizeZ(M),Ego_PosX(M),Ego_PosY(M),Ego_RotZ(R),Ego_Speed(M/S),Ego_LinearVelocityX(M/S),Ego_LinearVelocityY(M/S),Ego_LinearAccelerationX(M/S2),Ego_LinearAccelerationY(M/S2),Actor_11_Type,Actor_11_SizeX(M),Actor_11_SizeY(M),Actor_11_SizeZ(M),Actor_11_PosX(M),Actor_11_PosY(M),Actor_11_RotZ(R),Actor_12_Type,Actor_12_SizeX(M),Actor_12_SizeY(M),Actor_12_SizeZ(M),Actor_12_PosX(M),Actor_12_PosY(M),Actor_12_RotZ(R),Actor_13_Type,Actor_13_SizeX(M),Actor_13_SizeY(M),Actor_13_SizeZ(M),Actor_13_PosX(M),Actor_13_PosY(M),Actor_13_RotZ(R),Actor_14_Type,Actor_14_SizeX(M),Actor_14_SizeY(M),Actor_14_SizeZ(M),Actor_14_PosX(M),Actor_14_PosY(M),Actor_14_RotZ(R)
1,16.666666,Truck,5.53,2.69,3.17,-129.854309,-1.233979,0.035985,1e-06,-0.0,-0.0,-3e-06,-0.0,,,,,,,,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2,33.333332,Truck,5.53,2.69,3.17,-129.854309,-1.233979,0.035985,1e-06,-0.0,-0.0,-3e-06,-0.0,,,,,,,,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
3,50.0,Truck,5.53,2.69,3.17,-129.854309,-1.233979,0.035985,2e-06,-0.0,-0.0,-3e-06,-0.0,Car,4.940668,2.133547,1.419567,-159.344955,-2.116629,0.03117,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
4,66.666664,Truck,5.53,2.69,3.17,-129.854309,-1.233979,0.035985,3e-06,-0.0,-0.0,-3e-06,-0.0,Car,4.940668,2.133547,1.419567,-159.220856,-2.112759,0.03118,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
5,83.333336,Truck,5.53,2.69,3.17,-129.854309,-1.233979,0.035985,2e-06,-0.0,-0.0,-7e-06,-0.0,Car,4.940668,2.133547,1.419567,-159.091003,-2.10871,0.031165,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
6,100.0,Truck,5.53,2.69,3.17,-129.854309,-1.233979,0.035984,0.0,0.0,0.0,0.0,0.0,Car,4.940668,2.133547,1.419567,-158.955414,-2.104485,0.03112,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
7,116.666664,Truck,5.53,2.69,3.17,-129.723648,-1.229198,0.036577,7.691305,7.68616,0.281264,452.127045,16.544933,Car,4.940668,2.133547,1.419567,-158.814087,-2.100091,0.031042,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
8,133.333328,Truck,5.53,2.69,3.17,-129.593597,-1.224366,0.037136,8.133641,8.128033,0.301979,27.617037,1.294685,Car,4.940668,2.133547,1.419567,-158.667007,-2.095532,0.030927,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
9,150.0,Truck,5.53,2.69,3.17,-129.447433,-1.218849,0.037729,8.603593,8.59747,0.324528,27.613976,1.326417,Car,4.940668,2.133547,1.419567,-158.514206,-2.090816,0.030772,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
10,166.666672,Truck,5.53,2.69,3.17,-129.293289,-1.212939,0.038322,9.073546,9.066884,0.347634,27.612572,1.359191,Car,4.940668,2.133547,1.419567,-158.355637,-2.085951,0.030571,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
11,183.333328,Truck,5.53,2.69,3.17,-129.141144,-1.207021,0.038881,9.515881,9.508689,0.369892,27.612804,1.391085,Car,4.940668,2.133547,1.419567,-158.191345,-2.080946,0.03032,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
12,200.0,Truck,5.53,2.69,3.17,-128.971512,-1.200322,0.039474,9.985833,9.978054,0.394079,27.609711,1.42281,Car,4.940668,2.133547,1.419567,-158.021301,-2.075814,0.030016,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
13,216.666672,Truck,5.53,2.69,3.17,-128.7939,-1.193202,0.040067,10.455786,10.447394,0.418824,27.608253,1.455579,Car,4.940668,2.133547,1.419567,-157.84552,-2.070567,0.029653,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
14,233.333328,Truck,5.53,2.69,3.17,-128.619675,-1.18612,0.040626,10.898121,10.889129,0.442624,27.608393,1.487477,Car,4.940668,2.133547,1.419567,-157.663986,-2.065221,0.029227,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
15,250.0,Truck,5.53,2.69,3.17,-128.426575,-1.178156,0.041219,11.368073,11.358418,0.46845,27.605223,1.519189,Car,4.940668,2.133547,1.419567,-157.476715,-2.059791,0.028732,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
16,266.666656,Truck,5.53,2.69,3.17,-128.22551,-1.169744,0.041813,11.838026,11.82768,0.494833,27.603653,1.551956,Car,4.940668,2.133547,1.419567,-157.281464,-2.054229,0.028232,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
17,283.333344,Truck,5.53,2.69,3.17,-128.029205,-1.161421,0.042371,12.280362,12.269341,0.520175,27.603804,1.583857,Car,4.940668,2.133547,1.419567,-157.076004,-2.048477,0.027753,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
18,300.0,Truck,5.53,2.69,3.17,-127.812653,-1.152111,0.042964,12.750315,12.738548,0.547639,27.600454,1.615559,Car,4.940668,2.133547,1.419567,-156.860336,-2.04254,0.027302,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
