Frame,Time(MS),Ego_Type,Ego_SizeX(M),Ego_SizeY(M),Ego_SizeZ(M),Ego_PosX(M),Ego_PosY(M),Ego_RotZ(R),Ego_Speed(M/S),Ego_LinearVelocityX(M/S),Ego_LinearVelocityY(M/S),Ego_LinearAccelerationX(M/S2),Ego_LinearAccelerationY(M/S2),Actor_11_Type,Actor_11_SizeX(M),Actor_11_SizeY(M),Actor_11_SizeZ(M),Actor_11_PosX(M),Actor_11_PosY(M),Actor_11_RotZ(R),Actor_12_Type,Actor_12_SizeX(M),Actor_12_SizeY(M),Actor_12_SizeZ(M),Actor_12_PosX(M),Actor_12_PosY(M),Actor_12_RotZ(R),Actor_13_Type,Actor_13_SizeX(M),Actor_13_SizeY(M),Actor_13_SizeZ(M),Actor_13_PosX(M),Actor_13_PosY(M),Actor_13_RotZ(R),Actor_14_Type,Actor_14_SizeX(M),Actor_14_SizeY(M),Actor_14_SizeZ(M),Actor_14_PosX(M),Actor_14_PosY(M),Actor_14_RotZ(R)
1,16.666666,Sedan,4.93,1.86,1.48,-163.887619,-1.311157,6.278069,2e-06,0.0,-0.0,3e-06,-0.0,,,,,,,,Car,4.522031,2.151849,1.86761,-142.491821,-0.902532,0.028901,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
2,33.333332,Sedan,4.93,1.86,1.48,-163.887619,-1.311157,6.278069,2e-06,0.0,-0.0,3e-06,-0.0,,,,,,,,Car,4.522031,2.151849,1.86761,-142.491821,-0.902532,0.028901,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
3,50.0,Sedan,4.93,1.86,1.48,-163.887619,-1.311157,-0.005117,2e-06,0.0,-0.0,0.0,-0.0,,,,,,,,Car,4.522031,2.151849,1.86761,-142.491821,-0.902532,0.028901,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
4,66.666664,Sedan,4.93,1.86,1.48,-163.887619,-1.311157,-0.005117,2e-06,0.0,-0.0,-0.0,-0.0,,,,,,,,Car,4.522031,2.151849,1.86761,-142.220535,-0.894691,0.028892,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
5,83.333336,Sedan,4.93,1.86,1.48,-163.887619,-1.311157,-0.005119,0.0,0.0,0.0,0.0,0.0,,,,,,,,Car,4.522031,2.151849,1.86761,-141.949371,-0.886853,0.02891,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
6,100.0,Sedan,4.93,1.86,1.48,-163.759445,-1.311687,-0.00414,7.540066,7.540002,-0.031213,443.52951,-1.836041,,,,,,,,Car,4.522031,2.151849,1.86761,-141.678314,-0.879009,0.028954,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
7,116.666664,Sedan,4.93,1.86,1.48,-163.631088,-1.3121,-0.003218,8.022804,8.022763,-0.025814,30.172585,0.337406,,,,,,,,Car,4.522031,2.151849,1.86761,-141.407379,-0.871155,0.029006,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
8,133.333328,Sedan,4.93,1.86,1.48,-163.485977,-1.312425,-0.002238,8.535685,8.535664,-0.019103,30.170607,0.394755,,,,,,,,Car,4.522031,2.151849,1.86761,-141.136566,-0.86329,0.029065,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
9,150.0,Sedan,4.93,1.86,1.48,-163.332153,-1.312619,-0.001259,9.048564,9.048556,-0.011388,30.170158,0.45386,,,,,,,,Car,4.522031,2.151849,1.86761,-140.865875,-0.855411,0.02913,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
10,166.666672,Sedan,4.93,1.86,1.48,-163.179657,-1.31267,-0.000337,9.531302,9.531302,-0.003208,30.171631,0.51126,,,,,,,,Car,4.522031,2.151849,1.86761,-140.595306,-0.847518,0.029201,,,,,,,,Car,0.0,0.0,0.0,0.0,0.0,0.0
