Frame,Time(MS),Ego_Type,Ego_SizeX(M),Ego_SizeY(M),Ego_SizeZ(M),Ego_PosX(M),Ego_PosY(M),Ego_RotZ(R),Ego_Speed(M/S),Ego_LinearVelocityX(M/S),Ego_LinearVelocityY(M/S),Ego_LinearAccelerationX(M/S2),Ego_LinearAccelerationY(M/S2),Actor_11_Type,Actor_11_SizeX(M),Actor_11_SizeY(M),Actor_11_SizeZ(M),Actor_11_PosX(M),Actor_11_PosY(M),Actor_11_RotZ(R),Actor_12_Type,Actor_12_SizeX(M),Actor_12_SizeY(M),Actor_12_SizeZ(M),Actor_12_PosX(M),Actor_12_PosY(M),Actor_12_RotZ(R),Actor_13_Type,Actor_13_SizeX(M),Actor_13_SizeY(M),Actor_13_SizeZ(M),Actor_13_PosX(M),Actor_13_PosY(M),Actor_13_RotZ(R),Actor_14_Type,Actor_14_SizeX(M),Actor_14_SizeY(M),Actor_14_SizeZ(M),Actor_14_PosX(M),Actor_14_PosY(M),Actor_14_RotZ(R)
1,16.666666,Sedan,4.93,1.86,1.48,-165.33551,5.886861,0.017255,1.7e-05,-7e-06,-0.0,-0.000425,-7e-06,,,,,,,,,,,,,,,Truck,13.465333,3.068987,4.177894,-72.958504,1.409198,0.048202,,,,,,,
2,33.333332,Sedan,4.93,1.86,1.48,-165.33551,5.886861,0.017255,1.7e-05,-7e-06,-0.0,-0.000425,-7e-06,,,,,,,,,,,,,,,Truck,13.465333,3.068987,4.177894,-72.958504,1.409198,0.048202,,,,,,,
3,50.0,Sedan,4.93,1.86,1.48,-165.33551,5.886862,0.017255,2.5e-05,-1.1e-05,-0.0,-0.000237,-4e-06,Car,4.222917,2.076631,1.844059,-107.704605,-0.176984,0.045256,Car,4.835593,2.242329,1.680533,-16.232519,3.306713,0.028812,Truck,13.465333,3.068987,4.177894,-72.958504,1.409198,0.048202,Car,4.120117,1.852546,1.42682,-111.014305,6.343807,0.005049
4,66.666664,Sedan,4.93,1.86,1.48,-165.33551,5.886862,0.017255,3.4e-05,-1.4e-05,-0.0,-0.000159,-3e-06,Car,4.222917,2.076631,1.844059,-107.417854,-0.163964,0.045445,Car,4.835593,2.242329,1.680533,-15.939006,3.315154,0.028684,Truck,13.465333,3.068987,4.177894,-72.663567,1.423427,0.048207,Car,4.120117,1.852546,1.42682,-110.527351,6.346261,0.005029
5,83.333336,Sedan,4.93,1.86,1.48,-165.33551,5.886861,0.017256,0.0,0.0,0.0,0.0,0.0,Car,4.222917,2.076631,1.844059,-107.131012,-0.15091,0.045509,Car,4.835593,2.242329,1.680533,-15.645499,3.323557,0.028565,Truck,13.465333,3.068987,4.177894,-72.368584,1.437659,0.048212,Car,4.120117,1.852546,1.42682,-110.040932,6.348704,0.005021
6,100.0,Sedan,4.93,1.86,1.48,-165.105789,5.890708,0.016744,13.514587,13.512693,0.226275,794.864258,13.310297,Car,4.222917,2.076631,1.844059,-106.844078,-0.137835,0.045568,Car,4.835593,2.242329,1.680533,-15.352,3.331927,0.028453,Truck,13.465333,3.068987,4.177894,-72.073555,1.451895,0.048218,Car,4.120117,1.852546,1.42682,-109.555054,6.351144,0.005025
7,116.666664,Sedan,4.93,1.86,1.48,-164.877029,5.894428,0.016262,14.299567,14.297677,0.232528,49.061474,0.390826,Car,4.222917,2.076631,1.844059,-106.557045,-0.124739,0.04562,Car,4.835593,2.242329,1.680533,-15.05851,3.340264,0.02835,Truck,13.465333,3.068987,4.177894,-71.778488,1.466134,0.048224,Car,4.120117,1.852546,1.42682,-109.069717,6.353585,0.005034
8,133.333328,Sedan,4.93,1.86,1.48,-164.619797,5.89848,0.01575,15.133559,15.131682,0.238343,49.059135,0.342048,Car,4.222917,2.076631,1.844059,-106.26992,-0.111624,0.045668,Car,4.835593,2.242329,1.680533,-14.765027,3.348572,0.028253,Truck,13.465333,3.068987,4.177894,-71.483383,1.480377,0.04823,Car,4.120117,1.852546,1.42682,-108.58493,6.356028,0.005045
9,150.0,Sedan,4.93,1.86,1.48,-164.348373,5.902616,0.015238,15.967549,15.965695,0.243304,49.059586,0.291817,Car,4.222917,2.076631,1.844059,-105.982697,-0.098492,0.045709,Car,4.835593,2.242329,1.680533,-14.471546,3.356852,0.028159,Truck,13.465333,3.068987,4.177894,-71.188232,1.494624,0.048237,Car,4.120117,1.852546,1.42682,-108.100693,6.358474,0.005059
10,166.666672,Sedan,4.93,1.86,1.48,-164.080368,5.906571,0.014756,16.752531,16.750708,0.247193,49.063263,0.24308,Car,4.222917,2.076631,1.844059,-105.695381,-0.085344,0.045745,Car,4.835593,2.242329,1.680533,-14.178067,3.365106,0.02807,Truck,13.465333,3.068987,4.177894,-70.893044,1.508876,0.048244,Car,4.120117,1.852546,1.42682,-107.617004,6.360925,0.005075
11,183.333328,Sedan,4.93,1.86,1.48,-163.781433,5.91083,0.014244,17.586521,17.584738,0.250497,49.060593,0.194309,Car,4.222917,2.076631,1.844059,-105.407959,-0.072182,0.04578,Car,4.835593,2.242329,1.680533,-13.884589,3.373333,0.027986,Truck,13.465333,3.068987,4.177894,-70.597816,1.523131,0.048252,Car,4.120117,1.852546,1.42682,-107.133865,6.363381,0.005094
12,200.0,Sedan,4.93,1.86,1.48,-163.468307,5.91513,0.013732,18.420513,18.418776,0.252946,49.061043,0.14408,Car,4.222917,2.076631,1.844059,-105.120438,-0.059005,0.045816,Car,4.835593,2.242329,1.680533,-13.591114,3.381536,0.027906,Truck,13.465333,3.068987,4.177894,-70.302551,1.53739,0.048259,Car,4.120117,1.852546,1.42682,-106.651276,6.365845,0.005116
13,216.666672,Sedan,4.93,1.86,1.48,-163.161041,5.919201,0.01325,19.205492,19.203806,0.254471,49.064396,0.095326,Car,4.222917,2.076631,1.844059,-104.832802,-0.045812,0.045855,Car,4.835593,2.242329,1.680533,-13.29764,3.389717,0.02783,Truck,13.465333,3.068987,4.177894,-70.007248,1.551654,0.048267,Car,4.120117,1.852546,1.42682,-106.16925,6.368317,0.005141
14,233.333328,Sedan,4.93,1.86,1.48,-162.820404,5.923541,0.012738,20.039484,20.037859,0.255263,49.061939,0.046567,Car,4.222917,2.076631,1.844059,-104.545067,-0.032603,0.045896,Car,4.835593,2.242329,1.680533,-13.004167,3.397876,0.027758,Truck,13.465333,3.068987,4.177894,-69.711899,1.565922,0.048276,Car,4.120117,1.852546,1.42682,-105.687782,6.370799,0.005168
15,250.0,Sedan,4.93,1.86,1.48,-162.465576,5.927879,0.012226,20.873474,20.871914,0.2552,49.062054,-0.003666,Car,4.222917,2.076631,1.844059,-104.257225,-0.019377,0.045939,Car,4.835593,2.242329,1.680533,-12.71069,3.406013,0.027686,Truck,13.465333,3.068987,4.177894,-69.416519,1.580194,0.048285,Car,4.120117,1.852546,1.42682,-105.206879,6.373291,0.005198
16,266.666656,Sedan,4.93,1.86,1.48,-162.119064,5.931949,0.011744,21.658455,21.656961,0.254362,49.065468,-0.052426,Car,4.222917,2.076631,1.844059,-103.969276,-0.006133,0.045984,Car,4.835593,2.242329,1.680533,-12.417208,3.414131,0.027617,Truck,13.465333,3.068987,4.177894,-69.121094,1.594471,0.048294,Car,4.120117,1.852546,1.42682,-104.72654,6.375796,0.005231
17,283.333344,Sedan,4.93,1.86,1.48,-161.73671,5.936244,0.011233,22.492447,22.491028,0.252642,49.062725,-0.101177,Car,4.222917,2.076631,1.844059,-103.681221,0.007129,0.04603,Car,4.835593,2.242329,1.680533,-12.123722,3.422228,0.02755,Truck,13.465333,3.068987,4.177894,-68.82563,1.608752,0.048303,Car,4.120117,1.852546,1.42682,-104.246765,6.378314,0.005266
18,300.0,Sedan,4.93,1.86,1.48,-161.340179,5.940495,0.010721,23.326437,23.325096,0.250068,49.06284,-0.151413,Car,4.222917,2.076631,1.844059,-103.393044,0.02041,0.046076,Car,4.835593,2.242329,1.680533,-11.830231,3.430307,0.027486,Truck,13.465333,3.068987,4.177894,-68.530128,1.623038,0.048313,Car,4.120117,1.852546,1.42682,-103.767548,6.380847,0.005304
19,316.666656,Sedan,4.93,1.86,1.48,-160.954422,5.944445,0.010239,24.111416,24.110153,0.246865,49.066063,-0.200181,Car,4.222917,2.076631,1.844059,-103.104759,0.033709,0.046122,Car,4.835593,2.242329,1.680533,-11.536736,3.438366,0.027423,Truck,13.465333,3.068987,4.177894,-68.234589,1.637329,0.048322,Car,4.120117,1.852546,1.42682,-103.288902,6.383396,0.005345
20,333.333344,Sedan,4.93,1.86,1.48,-160.530365,5.948569,0.009727,24.94541,24.944229,0.242633,49.063286,-0.248927,Car,4.222917,2.076631,1.844059,-102.816353,0.047027,0.046168,Car,4.835593,2.242329,1.680533,-11.243236,3.446409,0.027367,Truck,13.465333,3.068987,4.177894,-67.939011,1.651625,0.048333,Car,4.120117,1.852546,1.42682,-102.810837,6.385961,0.005388
21,350.0,Sedan,4.93,1.86,1.48,-160.092133,5.952608,0.009215,25.7794,25.778305,0.237547,49.063286,-0.299161,Car,4.222917,2.076631,1.844059,-102.527832,0.060364,0.046215,Car,4.835593,2.242329,1.680533,-10.949725,3.454435,0.02731,Truck,13.465333,3.068987,4.177894,-67.643394,1.665925,0.048343,Car,4.120117,1.852546,1.42682,-102.333351,6.388544,0.005433
22,366.666656,Sedan,4.93,1.86,1.48,-159.667114,5.956319,0.008733,26.564381,26.563368,0.23198,49.066422,-0.34794,Car,4.222917,2.076631,1.844059,-102.239197,0.073719,0.046262,Car,4.835593,2.242329,1.680533,-10.656206,3.462444,0.027248,Truck,13.465333,3.068987,4.177894,-67.34774,1.680231,0.048354,Car,4.120117,1.852546,1.42682,-101.856438,6.391147,0.00548
23,383.333344,Sedan,4.93,1.86,1.48,-159.201584,5.96015,0.008229,27.384842,27.383915,0.225346,48.267475,-0.390238,Car,4.222917,2.076631,1.844059,-101.950439,0.087094,0.04631,Car,4.835593,2.242329,1.680533,-10.362677,3.470434,0.027178,Truck,13.465333,3.068987,4.177894,-67.052048,1.694542,0.048365,Car,4.120117,1.852546,1.42682,-101.380096,6.393769,0.00553
24,400.0,Sedan,4.93,1.86,1.48,-158.734924,5.963965,0.008174,27.451403,27.450485,0.224388,3.915899,-0.05633,Car,4.222917,2.076631,1.844059,-101.66156,0.100489,0.046359,Car,4.835593,2.242329,1.680533,-10.069137,3.478402,0.027102,Truck,13.465333,3.068987,4.177894,-66.756317,1.708857,0.048376,Car,4.120117,1.852546,1.42682,-100.904335,6.396412,0.005582
25,416.666656,Sedan,4.93,1.86,1.48,-158.294708,5.967541,0.008123,27.51405,27.513142,0.22348,3.916025,-0.05675,Car,4.222917,2.076631,1.844059,-101.372551,0.113903,0.046408,Car,4.835593,2.242329,1.680533,-9.775587,3.486348,0.027019,Truck,13.465333,3.068987,4.177894,-66.460548,1.723178,0.048387,Car,4.120117,1.852546,1.42682,-100.429161,6.399077,0.005635
26,433.333344,Sedan,4.93,1.86,1.48,-157.825851,5.971323,0.008068,27.580608,27.579712,0.222509,3.915899,-0.057163,Car,4.222917,2.076631,1.844059,-101.083427,0.127338,0.046459,Car,4.835593,2.242329,1.680533,-9.482026,3.494268,0.026914,Truck,13.465333,3.068987,4.177894,-66.164742,1.737505,0.048399,Car,4.120117,1.852546,1.42682,-99.954575,6.401764,0.005691
27,450.0,Sedan,4.93,1.86,1.48,-157.355865,5.97509,0.008013,27.647169,27.646282,0.22153,3.915899,-0.057593,Car,4.222917,2.076631,1.844059,-100.794174,0.140794,0.04651,Car,4.835593,2.242329,1.680533,-9.188451,3.502157,0.026826,Truck,13.465333,3.068987,4.177894,-65.868896,1.751836,0.048411,Car,4.120117,1.852546,1.42682,-99.480583,6.404476,0.005749
28,466.666656,Sedan,4.93,1.86,1.48,-156.912521,5.978619,0.007961,27.709818,27.708941,0.220601,3.916144,-0.058013,Car,4.222917,2.076631,1.844059,-100.504791,0.15427,0.046562,Car,4.835593,2.242329,1.680533,-8.89486,3.510028,0.026792,Truck,13.465333,3.068987,4.177894,-65.573013,1.766173,0.048422,Car,4.120117,1.852546,1.42682,-99.007172,6.407211,0.005808
29,483.333344,Sedan,4.93,1.86,1.48,-156.440338,5.982352,0.007906,27.776377,27.775509,0.219608,3.915787,-0.058427,Car,4.222917,2.076631,1.844059,-100.215286,0.167767,0.046614,Car,4.835593,2.242329,1.680533,-8.601254,3.517898,0.026811,Truck,13.465333,3.068987,4.177894,-65.277092,1.780515,0.048434,Car,4.120117,1.852546,1.42682,-98.534355,6.409972,0.00587
30,500.0,Sedan,4.93,1.86,1.48,-155.967026,5.986069,0.007852,27.842937,27.842079,0.218608,3.915899,-0.058856,Car,4.222917,2.076631,1.844059,-99.925644,0.181286,0.046668,Car,4.835593,2.242329,1.680533,-8.307634,3.525782,0.026884,Truck,13.465333,3.068987,4.177894,-64.981133,1.794863,0.048446,Car,4.120117,1.852546,1.42682,-98.062134,6.412759,0.005933
31,516.666687,Sedan,4.93,1.86,1.48,-155.520554,5.989551,0.0078,27.905584,27.904736,0.217659,3.916025,-0.059277,Car,4.222917,2.076631,1.844059,-99.635872,0.194827,0.046722,Car,4.835593,2.242329,1.680533,-8.014001,3.533695,0.02701,Truck,13.465333,3.068987,4.177894,-64.685143,1.809215,0.048458,Car,4.120117,1.852546,1.42682,-97.590508,6.415572,0.005998
32,533.333313,Sedan,4.93,1.86,1.48,-155.045044,5.993234,0.007745,27.972145,27.971306,0.216644,3.915899,-0.059689,Car,4.222917,2.076631,1.844059,-99.345963,0.20839,0.046777,Car,4.835593,2.242329,1.680533,-7.720353,3.541659,0.027261,Truck,13.465333,3.068987,4.177894,-64.389107,1.823573,0.048469,Car,4.120117,1.852546,1.42682,-97.119484,6.418413,0.006064
33,550.0,Sedan,4.93,1.86,1.48,-154.568405,5.9969,0.00769,28.038704,28.037874,0.215622,3.915787,-0.060119,Car,4.222917,2.076631,1.844059,-99.055923,0.221975,0.046833,Car,4.835593,2.242329,1.680533,-7.426688,3.549694,0.027404,Truck,13.465333,3.068987,4.177894,-64.093025,1.837937,0.048481,Car,4.120117,1.852546,1.42682,-96.649063,6.421281,0.006132
34,566.666687,Sedan,4.93,1.86,1.48,-154.11879,6.000334,0.007639,28.101353,28.100533,0.214654,3.916144,-0.06054,Car,4.222917,2.076631,1.844059,-98.765755,0.235583,0.046889,Car,4.835593,2.242329,1.680533,-7.133004,3.557729,0.027254,Truck,13.465333,3.068987,4.177894,-63.796913,1.852306,0.048492,Car,4.120117,1.852546,1.42682,-96.179253,6.424178,0.006201
35,583.333313,Sedan,4.93,1.86,1.48,-153.639954,6.003966,0.007584,28.167912,28.167101,0.213618,3.915787,-0.060953,Car,4.222917,2.076631,1.844059,-98.475441,0.249213,0.046946,Car,4.835593,2.242329,1.680533,-6.839298,3.565678,0.026812,Truck,13.465333,3.068987,4.177894,-63.500759,1.86668,0.048503,Car,4.120117,1.852546,1.42682,-95.710045,6.427104,0.006271
36,600.0,Sedan,4.93,1.86,1.48,-153.159988,6.00758,0.007529,28.23447,28.233671,0.212574,3.915899,-0.061382,Car,4.222917,2.076631,1.844059,-98.18499,0.262867,0.047004,Car,4.835593,2.242329,1.680533,-6.545568,3.573455,0.026078,Truck,13.465333,3.068987,4.177894,-63.204567,1.881059,0.048514,Car,4.120117,1.852546,1.42682,-95.24144,6.43006,0.006343
