Frame,Time(MS),Ego_Type,Ego_SizeX(M),Ego_SizeY(M),Ego_SizeZ(M),Ego_PosX(M),Ego_PosY(M),Ego_RotZ(R),Ego_Speed(M/S),Ego_LinearVelocityX(M/S),Ego_LinearVelocityY(M/S),Ego_LinearAccelerationX(M/S2),Ego_LinearAccelerationY(M/S2),Actor_11_Type,Actor_11_SizeX(M),Actor_11_SizeY(M),Actor_11_SizeZ(M),Actor_11_PosX(M),Actor_11_PosY(M),Actor_11_RotZ(R),Actor_12_Type,Actor_12_SizeX(M),Actor_12_SizeY(M),Actor_12_SizeZ(M),Actor_12_PosX(M),Actor_12_PosY(M),Actor_12_RotZ(R),Actor_13_Type,Actor_13_SizeX(M),Actor_13_SizeY(M),Actor_13_SizeZ(M),Actor_13_PosX(M),Actor_13_PosY(M),Actor_13_RotZ(R),Actor_14_Type,Actor_14_SizeX(M),Actor_14_SizeY(M),Actor_14_SizeZ(M),Actor_14_PosX(M),Actor_14_PosY(M),Actor_14_RotZ(R)
1,16.666666,Truck,5.53,2.69,3.17,-163.210114,6.076246,6.282013,1e-06,-0.0,-0.0,-0.0,-0.0,,,,,,,,,,,,,,,,,,,,,,Car,4.835593,2.242329,1.680533,-138.667053,-0.872372,0.024165
2,33.333332,Truck,5.53,2.69,3.17,-163.210114,6.076246,6.282013,1e-06,-0.0,-0.0,-0.0,-0.0,,,,,,,,,,,,,,,,,,,,,,Car,4.835593,2.242329,1.680533,-138.667053,-0.872372,0.024165
3,50.0,Truck,5.53,2.69,3.17,-163.210114,6.076246,-0.001173,1e-06,-0.0,-0.0,-0.0,-0.0,Car,4.940668,2.133547,1.419567,-122.57193,-0.447911,0.031377,Truck,4.297476,2.361856,2.672907,-99.911255,0.275794,0.034603,,,,,,,,Car,4.835593,2.242329,1.680533,-138.667053,-0.872372,0.024166
4,66.666664,Truck,5.53,2.69,3.17,-163.210114,6.076246,-0.001173,2e-06,-0.0,-0.0,-0.0,-0.0,Car,4.940668,2.133547,1.419567,-122.358009,-0.441169,0.031626,Truck,4.297476,2.361856,2.672907,-99.680481,0.283815,0.034878,,,,,,,,Car,4.835593,2.242329,1.680533,-138.469742,-0.867559,0.02459
5,83.333336,Truck,5.53,2.69,3.17,-163.210114,6.076246,-0.001173,3e-06,-0.0,-0.0,-0.0,-0.0,Car,4.940668,2.133547,1.419567,-122.144035,-0.434377,0.031822,Truck,4.297476,2.361856,2.672907,-99.449631,0.291896,0.035098,,,,,,,,Car,4.835593,2.242329,1.680533,-138.272354,-0.86267,0.024932
6,100.0,Truck,5.53,2.69,3.17,-162.9617,6.076769,-0.000721,0.0,0.0,0.0,0.0,0.0,Car,4.940668,2.133547,1.419567,-121.930008,-0.427548,0.03197,Truck,4.297476,2.361856,2.672907,-99.218704,0.300025,0.035268,,,,,,,,Car,4.835593,2.242329,1.680533,-138.074905,-0.857719,0.0252
7,116.666664,Truck,5.53,2.69,3.17,-162.785538,6.076717,-0.000295,11.010535,11.010535,-0.003243,688.158447,-0.20268,Car,4.940668,2.133547,1.419567,-121.715942,-0.420687,0.032104,Truck,4.297476,2.361856,2.672907,-98.987701,0.308194,0.035425,,,,,,,,Car,4.835593,2.242329,1.680533,-137.877396,-0.852715,0.025449
8,133.333328,Truck,5.53,2.69,3.17,-162.587524,6.076749,0.000158,11.648064,11.648064,0.001843,37.501671,0.299194,Car,4.940668,2.133547,1.419567,-121.501846,-0.413798,0.032228,Truck,4.297476,2.361856,2.672907,-98.756622,0.3164,0.035573,,,,,,,,Car,4.835593,2.242329,1.680533,-137.67981,-0.847662,0.025685
9,150.0,Truck,5.53,2.69,3.17,-162.378662,6.076877,0.000611,12.285593,12.28559,0.007507,37.501556,0.333155,Car,4.940668,2.133547,1.419567,-121.287712,-0.406882,0.032343,Truck,4.297476,2.361856,2.672907,-98.525467,0.324643,0.035711,,,,,,,,Car,4.835593,2.242329,1.680533,-137.482147,-0.842562,0.025907
10,166.666672,Truck,5.53,2.69,3.17,-162.172485,6.07709,0.001037,12.885656,12.885649,0.013365,37.503658,0.36614,Car,4.940668,2.133547,1.419567,-121.07354,-0.399941,0.032449,Truck,4.297476,2.361856,2.672907,-98.294228,0.332919,0.03584,,,,,,,,Car,4.835593,2.242329,1.680533,-137.284424,-0.837418,0.026115
11,183.333328,Truck,5.53,2.69,3.17,-161.942596,6.077433,0.00149,13.523183,13.523168,0.02015,37.50111,0.39908,Car,4.940668,2.133547,1.419567,-120.859337,-0.392978,0.032545,Truck,4.297476,2.361856,2.672907,-98.062912,0.341227,0.03596,,,,,,,,Car,4.835593,2.242329,1.680533,-137.086624,-0.832232,0.02631
12,200.0,Truck,5.53,2.69,3.17,-161.701859,6.0779,0.001943,14.16071,14.160684,0.027511,37.500942,0.43304,Car,4.940668,2.133547,1.419567,-120.645096,-0.385993,0.032633,Truck,4.297476,2.361856,2.672907,-97.831528,0.349564,0.03607,,,,,,,,Car,4.835593,2.242329,1.680533,-136.888748,-0.827006,0.026491
13,216.666672,Truck,5.53,2.69,3.17,-161.465683,6.07846,0.002369,14.760774,14.760733,0.034968,37.503063,0.466031,Car,4.940668,2.133547,1.419567,-120.430832,-0.37899,0.032717,Truck,4.297476,2.361856,2.672907,-97.60006,0.35793,0.03618,,,,,,,,Car,4.835593,2.242329,1.680533,-136.690811,-0.821744,0.026672
14,233.333328,Truck,5.53,2.69,3.17,-161.203918,6.079198,0.002822,15.398302,15.39824,0.04345,37.500435,0.498964,Car,4.940668,2.133547,1.419567,-120.216545,-0.371967,0.032803,Truck,4.297476,2.361856,2.672907,-97.368507,0.366324,0.036292,,,,,,,,Car,4.835593,2.242329,1.680533,-136.492798,-0.816442,0.026858
15,250.0,Truck,5.53,2.69,3.17,-160.931305,6.080091,0.003275,16.03583,16.035744,0.05251,37.50021,0.532924,Car,4.940668,2.133547,1.419567,-120.002243,-0.364925,0.03289,Truck,4.297476,2.361856,2.672907,-97.136879,0.374747,0.036407,,,,,,,,Car,4.835593,2.242329,1.680533,-136.294693,-0.811102,0.027048
16,266.666656,Truck,5.53,2.69,3.17,-160.665131,6.081076,0.003701,16.635891,16.635778,0.061565,37.502167,0.56592,Car,4.940668,2.133547,1.419567,-119.78791,-0.357864,0.032979,Truck,4.297476,2.361856,2.672907,-96.905174,0.3832,0.036524,,,,,,,,Car,4.835593,2.242329,1.680533,-136.096527,-0.805721,0.027242
17,283.333344,Truck,5.53,2.69,3.17,-160.37149,6.082296,0.004154,17.27342,17.273272,0.071745,37.499596,0.598847,Car,4.940668,2.133547,1.419567,-119.573555,-0.350782,0.033068,Truck,4.297476,2.361856,2.672907,-96.673393,0.391683,0.036643,,,,,,,,Car,4.835593,2.242329,1.680533,-135.89827,-0.8003,0.027441
18,300.0,Truck,5.53,2.69,3.17,-160.067001,6.083698,0.004606,17.910948,17.910757,0.082503,37.499146,0.632806,Car,4.940668,2.133547,1.419567,-119.359184,-0.343681,0.033158,Truck,4.297476,2.361856,2.672907,-96.441528,0.400198,0.036765,,,,,,,,Car,4.835593,2.242329,1.680533,-135.699951,-0.794836,0.027644
19,316.666656,Truck,5.53,2.69,3.17,-159.770828,6.085189,0.005032,18.511011,18.510777,0.093156,37.501213,0.665809,Car,4.940668,2.133547,1.419567,-119.144798,-0.33656,0.033247,Truck,4.297476,2.361856,2.672907,-96.209579,0.408743,0.036885,,,,,,,,Car,4.835593,2.242329,1.680533,-135.501541,-0.789329,0.027845
20,333.333344,Truck,5.53,2.69,3.17,-159.445313,6.086975,0.005485,19.148539,19.148251,0.105034,37.49847,0.698728,Car,4.940668,2.133547,1.419567,-118.930397,-0.32942,0.033334,Truck,4.297476,2.361856,2.672907,-95.977547,0.417319,0.037003,,,,,,,,Car,4.835593,2.242329,1.680533,-135.303055,-0.783781,0.028045
21,350.0,Truck,5.53,2.69,3.17,-159.108948,6.088972,0.005938,19.786066,19.785717,0.11749,37.498024,0.732687,Car,4.940668,2.133547,1.419567,-118.715981,-0.322261,0.033419,Truck,4.297476,2.361856,2.672907,-95.745438,0.425925,0.03712,,,,,,,,Car,4.835593,2.242329,1.680533,-135.104477,-0.778191,0.028243
22,366.666656,Truck,5.53,2.69,3.17,-158.782776,6.091048,0.006364,20.386131,20.385717,0.129741,37.500023,0.765695,Car,4.940668,2.133547,1.419567,-118.501556,-0.315084,0.033503,Truck,4.297476,2.361856,2.672907,-95.513245,0.434562,0.037236,,,,,,,,Car,4.835593,2.242329,1.680533,-134.905823,-0.77256,0.028439
