Frame,Time(MS),Ego_Type,Ego_SizeX(M),Ego_SizeY(M),Ego_SizeZ(M),Ego_PosX(M),Ego_PosY(M),Ego_RotZ(R),Ego_Speed(M/S),Ego_LinearVelocityX(M/S),Ego_LinearVelocityY(M/S),Ego_LinearAccelerationX(M/S2),Ego_LinearAccelerationY(M/S2),Actor_11_Type,Actor_11_SizeX(M),Actor_11_SizeY(M),Actor_11_SizeZ(M),Actor_11_PosX(M),Actor_11_PosY(M),Actor_11_RotZ(R),Actor_12_Type,Actor_12_SizeX(M),Actor_12_SizeY(M),Actor_12_SizeZ(M),Actor_12_PosX(M),Actor_12_PosY(M),Actor_12_RotZ(R),Actor_13_Type,Actor_13_SizeX(M),Actor_13_SizeY(M),Actor_13_SizeZ(M),Actor_13_PosX(M),Actor_13_PosY(M),Actor_13_RotZ(R),Actor_14_Type,Actor_14_SizeX(M),Actor_14_SizeY(M),Actor_14_SizeZ(M),Actor_14_PosX(M),Actor_14_PosY(M),Actor_14_RotZ(R)
1,16.666666,Sedan,4.93,1.86,1.48,-158.584564,-2.828838,0.022687,2e-06,0.0,0.0,3e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,33.333332,Sedan,4.93,1.86,1.48,-158.584564,-2.828838,0.022687,2e-06,0.0,0.0,3e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,50.0,Sedan,4.93,1.86,1.48,-158.584564,-2.828838,0.022687,3e-06,0.0,0.0,3e-06,0.0,Car,4.807965,2.239136,1.480145,-144.828003,-2.117516,-0.01641,Car,4.222917,2.076631,1.844059,-121.229927,-0.604026,0.013834,,,,,,,,Car,4.314137,2.037841,1.395466,-157.051788,6.491501,-0.066882
4,66.666664,Sedan,4.93,1.86,1.48,-158.584564,-2.828839,0.022687,3e-06,-0.0,-0.0,-9e-06,-0.0,Car,4.807965,2.239136,1.480145,-144.716156,-2.119356,-0.016468,Car,4.222917,2.076631,1.844059,-121.123543,-0.602558,0.013783,,,,,,,,Car,4.314137,2.037841,1.395466,-156.88826,6.480538,-0.066967
5,83.333336,Sedan,4.93,1.86,1.48,-158.584564,-2.828839,0.022687,3e-06,0.0,0.0,6e-06,0.0,Car,4.807965,2.239136,1.480145,-144.599594,-2.12127,-0.016346,Car,4.222917,2.076631,1.844059,-121.012123,-0.601019,0.013872,,,,,,,,Car,4.314137,2.037841,1.395466,-156.717163,6.469072,-0.066819
6,100.0,Sedan,4.93,1.86,1.48,-158.584564,-2.828838,0.022667,0.0,0.0,0.0,0.0,0.0,Car,4.807965,2.239136,1.480145,-144.478317,-2.123235,-0.016023,Car,4.222917,2.076631,1.844059,-120.89566,-0.59939,0.014121,,,,,,,,Car,4.314137,2.037841,1.395466,-156.538498,6.457149,-0.066407
7,116.666664,Sedan,4.93,1.86,1.48,-158.393509,-2.824363,0.023416,5.791322,5.789734,0.135599,175.446487,4.109068,Car,4.807965,2.239136,1.480145,-144.352341,-2.125222,-0.015475,Car,4.222917,2.076631,1.844059,-120.774162,-0.59765,0.01455,,,,,,,,Car,4.314137,2.037841,1.395466,-156.352249,6.444824,-0.065696
8,133.333328,Sedan,4.93,1.86,1.48,-158.289169,-2.821879,0.023802,6.139759,6.13802,0.146126,20.487392,0.619202,Car,4.807965,2.239136,1.480145,-144.221664,-2.127195,-0.014677,Car,4.222917,2.076631,1.844059,-120.647629,-0.595771,0.015181,,,,,,,,Car,4.314137,2.037841,1.395466,-156.158417,6.432169,-0.064652
9,150.0,Sedan,4.93,1.86,1.48,-158.178909,-2.819211,0.024188,6.488195,6.486298,0.156921,20.486942,0.635011,Car,4.807965,2.239136,1.480145,-144.086258,-2.129112,-0.013605,Car,4.222917,2.076631,1.844059,-120.51606,-0.593719,0.016035,,,,,,,,Car,4.314137,2.037841,1.395466,-155.957016,6.419266,-0.063238
10,166.666672,Sedan,4.93,1.86,1.48,-158.069885,-2.816534,0.024551,6.816156,6.814102,0.167327,20.487755,0.650395,Car,4.807965,2.239136,1.480145,-143.946152,-2.130925,-0.012232,Car,4.222917,2.076631,1.844059,-120.379448,-0.591456,0.017138,,,,,,,,Car,4.314137,2.037841,1.395466,-155.748001,6.406216,-0.061416
