rec_time,UTC,Pupil X,Pupil Y,Left Eye_Pupil X,Left Eye_Pupil Y,Left Eye_Pupil Area,Left Eye_Pupil Height,Left Eye_Pupil Width,Left Eye_Fixations_Fixations,Left Eye_Fixations_Fixations Duration,Left Eye_Saccades_Saccades,Left Eye_Saccades_Saccades Duration,Left Eye_Saccades_Saccades Angle,Right Eye_Pupil X,Right Eye_Pupil Y,Right Eye_Pupil Area,Right Eye_Pupil Height,Right Eye_Pupil Width,Right Eye_Fixations_Fixations,Right Eye_Fixations_Fixations Duration,Right Eye_Saccades_Saccades,Right Eye_Saccades_Saccades Duration,Right Eye_Saccades_Saccades Angle
00:01:44.251,1705304219821,173.691,147.704,153.507,150.096,1272.059,41.572,38.979,1,0,0,0,0.0,193.801,145.4,1310.223,41.96,39.778,1.0,0.0,0.0,0.0,0.0
00:01:44.267,1705304219837,173.74,147.81,153.587,150.253,1282.333,41.63,39.24,1,0,0,0,0.0,193.874,145.312,1301.988,41.949,39.538,1.0,0.0,0.0,0.0,0.0
00:01:44.284,1705304219854,173.668,147.803,153.444,150.269,1260.152,41.356,38.817,1,0,0,0,0.0,193.894,145.366,1302.866,41.989,39.527,1.0,0.0,0.0,0.0,0.0
00:01:44.301,1705304219871,173.71,147.762,153.474,150.149,1275.603,41.584,39.076,1,0,0,0,0.0,193.893,145.338,1302.118,41.96,39.532,1.0,0.0,0.0,0.0,0.0
00:01:44.317,1705304219887,173.636,147.737,153.436,150.199,1253.807,41.417,38.564,1,0,0,0,0.0,193.945,145.376,1298.089,41.91,39.456,1.0,0.0,0.0,0.0,0.0
00:01:44.334,1705304219904,173.709,147.683,153.558,150.165,1269.911,41.454,39.025,1,0,0,0,0.0,193.836,145.275,1297.533,41.921,39.429,1.0,0.0,0.0,0.0,0.0
00:01:44.351,1705304219921,173.625,147.624,153.421,149.984,1261.288,41.601,38.623,1,0,0,0,0.0,193.86,145.202,1290.787,41.831,39.308,1.0,0.0,0.0,0.0,0.0
00:01:44.367,1705304219937,173.712,147.77,153.65,150.196,1279.758,41.472,39.31,1,0,0,0,0.0,193.83,145.265,1286.111,41.609,39.375,1.0,0.0,0.0,0.0,0.0
00:01:44.384,1705304219954,173.643,147.651,153.519,150.085,1258.569,41.551,38.586,1,0,0,0,0.0,193.775,145.345,1292.516,41.936,39.262,1.0,0.0,0.0,0.0,0.0
00:01:44.401,1705304219971,173.658,147.735,153.545,150.193,1271.996,41.507,39.038,1,0,0,0,0.0,193.767,145.218,1289.505,41.779,39.318,1.0,0.0,0.0,0.0,0.0
00:01:44.417,1705304219987,173.638,147.658,153.53,150.083,1268.262,41.606,38.832,1,0,0,0,0.0,193.772,145.277,1290.185,41.766,39.351,1.0,0.0,0.0,0.0,0.0
00:01:44.434,1705304220004,173.659,147.686,153.553,150.067,1275.652,41.702,38.968,1,0,0,0,0.0,193.746,145.233,1292.98,41.853,39.355,1.0,0.0,0.0,0.0,0.0
00:01:44.451,1705304220021,173.717,147.656,153.668,150.169,1277.543,41.691,39.036,1,0,0,0,0.0,193.766,145.304,1294.017,41.753,39.48,1.0,0.0,0.0,0.0,0.0
00:01:44.467,1705304220037,173.673,147.703,153.59,150.15,1274.08,41.62,38.996,1,0,0,0,0.0,193.765,145.144,1292.296,41.856,39.331,1.0,0.0,0.0,0.0,0.0
00:01:44.484,1705304220054,173.63,147.6,153.5,150.051,1278.502,41.747,39.013,1,0,0,0,0.0,193.755,145.256,1291.999,41.656,39.51,1.0,0.0,0.0,0.0,0.0
00:01:44.501,1705304220071,173.619,147.603,153.561,150.039,1277.277,41.866,38.864,1,0,0,0,0.0,193.76,145.149,1295.769,41.867,39.427,1.0,0.0,0.0,0.0,0.0
00:01:44.517,1705304220087,173.61,147.498,153.514,149.927,1286.046,41.97,39.034,1,0,0,0,0.0,193.676,145.167,1305.297,41.993,39.597,1.0,0.0,0.0,0.0,0.0
00:01:44.534,1705304220104,173.606,147.519,153.51,150.024,1284.424,41.753,39.188,1,0,0,0,0.0,193.706,145.069,1295.524,41.869,39.417,1.0,0.0,0.0,0.0,0.0
00:01:44.551,1705304220121,173.549,147.403,153.402,149.869,1282.072,41.929,38.952,1,0,0,0,0.0,193.703,145.013,1299.55,41.921,39.49,1.0,0.0,0.0,0.0,0.0
00:01:44.567,1705304220137,173.519,147.236,153.347,149.681,1277.606,42.022,38.73,1,0,0,0,0.0,193.695,144.937,1296.481,41.917,39.401,1.0,0.0,0.0,0.0,0.0
00:01:44.584,1705304220154,173.619,147.369,153.486,149.892,1286.768,41.899,39.122,1,0,0,0,0.0,193.69,144.79,1312.611,42.144,39.676,1.0,0.0,0.0,0.0,0.0
00:01:44.601,1705304220171,173.519,147.192,153.404,149.709,1278.91,42.124,38.676,1,0,0,0,0.0,193.752,144.846,1299.103,41.969,39.431,1.0,0.0,0.0,0.0,0.0
00:01:44.617,1705304220187,173.554,147.202,153.399,149.698,1291.731,41.968,39.209,1,0,0,0,0.0,193.634,144.675,1297.735,42.023,39.34,1.0,0.0,0.0,0.0,0.0
00:01:44.634,1705304220204,173.543,147.201,153.407,149.752,1286.829,42.018,39.013,1,0,0,0,0.0,193.71,144.706,1300.311,42.07,39.374,1.0,0.0,0.0,0.0,0.0
00:01:44.651,1705304220221,173.564,147.013,153.36,149.497,1284.685,41.942,39.019,1,0,0,0,0.0,193.68,144.651,1310.113,42.034,39.704,1.0,0.0,0.0,0.0,0.0
