rec_time,UTC,Pupil X,Pupil Y,Left Eye_Pupil X,Left Eye_Pupil Y,Left Eye_Pupil Area,Left Eye_Pupil Height,Left Eye_Pupil Width,Left Eye_Fixations_Fixations,Left Eye_Fixations_Fixations Duration,Left Eye_Saccades_Saccades,Left Eye_Saccades_Saccades Duration,Left Eye_Saccades_Saccades Angle,Right Eye_Pupil X,Right Eye_Pupil Y,Right Eye_Pupil Area,Right Eye_Pupil Height,Right Eye_Pupil Width,Right Eye_Fixations_Fixations,Right Eye_Fixations_Fixations Duration,Right Eye_Saccades_Saccades,Right Eye_Saccades_Saccades Duration,Right Eye_Saccades_Saccades Angle
00:08:02.355,1705654443191,149.341,122.488,157.93,132.794,788.104,31.809,31.562,1,0,0,0,0.0,140.677,112.076,936.076,35.316,33.765,1,0,0,0,0.0
00:08:02.372,1705654443208,149.515,122.227,158.086,132.329,800.409,33.052,30.849,1,0,0,0,0.0,140.752,112.182,935.863,35.326,33.748,1,0,0,0,0.0
00:08:02.388,1705654443224,149.81,122.51,158.591,132.893,819.714,32.693,31.94,1,0,0,0,0.0,140.945,112.124,930.82,35.229,33.659,1,0,0,0,0.0
00:08:02.405,1705654443241,150.156,122.274,159.144,132.541,801.393,32.864,31.064,1,0,0,0,0.0,141.029,112.128,928.327,35.242,33.556,1,0,0,0,0.0
00:08:02.422,1705654443258,150.034,122.344,158.722,132.828,809.911,32.557,31.69,1,0,0,0,0.0,141.168,112.008,922.11,35.154,33.415,1,0,0,0,0.0
00:08:02.438,1705654443274,150.239,121.945,158.865,132.515,818.441,32.641,31.942,1,0,0,0,0.0,141.346,111.859,922.376,35.246,33.338,1,0,0,0,0.0
00:08:02.455,1705654443291,150.033,121.87,158.369,132.994,742.983,32.704,28.941,1,0,0,0,0.0,141.612,111.375,923.959,35.173,33.464,1,0,0,0,0.0
00:08:02.472,1705654443308,135.826,118.011,153.002,136.991,344.871,25.527,17.21,0,234,1,0,0.0,141.697,110.746,882.443,34.111,32.955,1,0,0,0,0.0
00:08:02.488,1705654443324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,16,2.728,0.0,0.0,0.0,0.0,0.0,0,233,0,0,0.0
00:08:02.505,1705654443341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
00:08:02.522,1705654443358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
00:08:02.538,1705654443374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
00:08:02.555,1705654443391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
00:08:02.572,1705654443408,124.447,125.657,141.623,144.638,83.093,11.885,8.906,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
00:08:02.588,1705654443424,114.556,124.581,131.732,143.561,112.743,13.814,10.397,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
00:08:02.605,1705654443441,115.469,122.682,132.645,141.662,588.434,28.681,26.136,1,0,0,17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
00:08:02.622,1705654443458,114.026,121.335,131.202,140.315,681.474,31.126,27.891,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
00:08:02.638,1705654443474,114.713,121.149,131.889,140.129,712.633,31.828,28.522,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
00:08:02.655,1705654443491,115.383,121.133,132.559,140.113,723.96,31.709,29.085,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
00:08:02.672,1705654443508,115.85,121.193,133.026,140.173,726.129,32.033,28.877,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
00:08:02.688,1705654443524,116.472,121.118,133.648,140.098,740.456,32.094,29.391,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
00:08:02.705,1705654443541,117.034,121.083,134.21,140.063,746.677,32.275,29.471,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
00:08:02.722,1705654443558,117.472,120.922,134.648,139.902,739.385,31.958,29.472,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
00:08:02.738,1705654443574,117.818,120.87,134.994,139.851,752.813,32.412,29.588,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
00:08:02.755,1705654443591,118.54,120.823,135.716,139.803,759.363,32.298,29.951,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
00:08:02.772,1705654443608,126.265,129.241,135.983,139.827,760.892,32.175,30.126,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
00:08:02.788,1705654443624,126.47,129.258,136.154,139.758,760.729,32.646,29.684,1,0,0,0,0.0,116.548,118.656,858.334,35.098,31.154,0,0,0,0,0.0
00:08:02.805,1705654443641,126.643,129.147,136.563,139.75,773.045,32.537,30.266,1,0,0,0,0.0,116.786,118.758,867.88,35.313,31.308,1,0,0,0,0.0
00:08:02.822,1705654443658,126.817,129.026,136.587,139.478,769.433,32.544,30.119,1,0,0,0,0.0,116.722,118.545,861.972,35.641,30.809,1,0,0,0,0.0
00:08:02.838,1705654443674,127.305,129.143,136.894,139.77,787.246,32.92,30.463,1,0,0,0,0.0,117.047,118.574,882.137,35.991,31.223,1,0,0,0,0.0
00:08:02.855,1705654443691,127.247,128.608,136.688,139.165,775.757,32.683,30.237,1,0,0,0,0.0,117.715,118.515,912.917,35.29,32.954,1,0,0,0,0.0
00:08:02.872,1705654443708,127.558,128.039,137.06,139.43,731.24,31.543,29.531,1,0,0,0,0.0,117.806,118.052,896.652,35.57,32.113,1,0,0,0,0.0
00:08:02.888,1705654443724,121.239,126.116,138.415,145.096,347.762,25.86,17.131,0,283,1,0,0.0,118.055,116.648,835.042,34.69,30.665,1,0,0,0,0.0
00:08:02.905,1705654443741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,17,2.528,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0
00:08:02.922,1705654443758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
00:08:02.938,1705654443774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
00:08:02.955,1705654443791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
00:08:02.972,1705654443808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
00:08:02.988,1705654443824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
00:08:03.005,1705654443841,148.842,123.032,163.908,141.592,191.748,21.655,11.28,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
00:08:03.022,1705654443858,155.307,124.831,160.382,136.567,337.962,26.61,16.179,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
00:08:03.038,1705654443874,155.231,122.011,160.155,132.453,413.024,25.209,20.872,1,0,0,16,0.0,150.232,113.094,814.734,35.722,29.055,0,0,0,0,0.0
00:08:03.055,1705654443891,158.472,121.749,166.718,132.215,896.528,34.429,33.172,0,17,1,0,0.0,150.306,111.568,954.729,36.68,33.157,1,0,0,0,0.0
