rec_time,UTC,Pupil X,Pupil Y,Left Eye_Pupil X,Left Eye_Pupil Y,Left Eye_Pupil Area,Left Eye_Pupil Height,Left Eye_Pupil Width,Left Eye_Fixations_Fixations,Left Eye_Fixations_Fixations Duration,Left Eye_Saccades_Saccades,Left Eye_Saccades_Saccades Duration,Left Eye_Saccades_Saccades Angle,Right Eye_Pupil X,Right Eye_Pupil Y,Right Eye_Pupil Area,Right Eye_Pupil Height,Right Eye_Pupil Width,Right Eye_Fixations_Fixations,Right Eye_Fixations_Fixations Duration,Right Eye_Saccades_Saccades,Right Eye_Saccades_Saccades Duration,Right Eye_Saccades_Saccades Angle
00:09:10.407,1705659092274,0.0,0.0,180.367,117.383,818.694,32.977,31.626,1,0,0,0,0.0,171.39,113.483,890.807,34.16,33.22,1.0,0.0,0.0,0.0,0.0
00:09:10.423,1705659092290,0.0,0.0,180.794,117.536,818.163,33.106,31.482,1,0,0,0,0.0,171.495,113.363,885.725,34.159,33.031,1.0,0.0,0.0,0.0,0.0
00:09:10.440,1705659092307,0.0,0.0,181.1,117.256,822.159,33.197,31.549,1,0,0,0,0.0,171.742,113.372,879.381,34.165,32.788,1.0,0.0,0.0,0.0,0.0
00:09:10.457,1705659092324,0.0,0.0,181.582,117.114,830.204,33.899,31.198,1,0,0,0,0.0,172.166,113.275,881.964,33.896,33.146,1.0,0.0,0.0,0.0,0.0
00:09:10.473,1705659092340,0.0,0.0,181.745,117.448,811.767,33.118,31.224,1,0,0,0,0.0,172.399,113.347,869.984,33.873,32.718,1.0,0.0,0.0,0.0,0.0
00:09:10.490,1705659092357,0.0,0.0,181.971,117.465,816.034,33.634,30.907,1,0,0,0,0.0,172.687,113.294,868.061,33.771,32.744,1.0,0.0,0.0,0.0,0.0
00:09:10.507,1705659092374,0.0,0.0,182.003,117.702,787.648,32.559,30.817,1,0,0,0,0.0,172.828,113.497,858.956,33.732,32.438,1.0,0.0,0.0,0.0,0.0
00:09:10.523,1705659092390,0.0,0.0,181.975,117.531,787.807,32.926,30.48,1,0,0,0,0.0,172.93,113.39,858.19,33.597,32.539,1.0,0.0,0.0,0.0,0.0
00:09:10.540,1705659092407,0.0,0.0,181.765,117.633,762.612,32.044,30.317,1,0,0,0,0.0,172.798,113.461,839.306,33.33,32.078,1.0,0.0,0.0,0.0,0.0
00:09:10.557,1705659092424,0.0,0.0,181.83,117.346,762.571,32.41,29.973,1,0,0,0,0.0,172.679,113.234,834.77,33.182,32.048,1.0,0.0,0.0,0.0,0.0
