rec_time,UTC,Pupil X,Pupil Y,Left Eye_Pupil X,Left Eye_Pupil Y,Left Eye_Pupil Area,Left Eye_Pupil Height,Left Eye_Pupil Width,Left Eye_Fixations_Fixations,Left Eye_Fixations_Fixations Duration,Left Eye_Saccades_Saccades,Left Eye_Saccades_Saccades Duration,Left Eye_Saccades_Saccades Angle,Right Eye_Pupil X,Right Eye_Pupil Y,Right Eye_Pupil Area,Right Eye_Pupil Height,Right Eye_Pupil Width,Right Eye_Fixations_Fixations,Right Eye_Fixations_Fixations Duration,Right Eye_Saccades_Saccades,Right Eye_Saccades_Saccades Duration,Right Eye_Saccades_Saccades Angle
00:04:06.313,1705653384141,159.085,124.147,167.222,133.747,949.446,35.084,34.474,1,0,0,0,0.0,150.966,114.515,1126.461,38.79,36.994,1.0,0.0,0.0,0.0,0.0
00:04:06.329,1705653384157,159.085,124.147,167.222,133.747,949.446,35.084,34.474,1,0,0,0,0.0,150.948,114.547,1104.424,38.544,36.501,1.0,0.0,0.0,0.0,0.0
00:04:06.346,1705653384174,158.663,124.18,166.445,133.858,923.724,34.703,33.908,1,0,0,0,0.0,150.948,114.547,1104.424,38.544,36.501,1.0,0.0,0.0,0.0,0.0
00:04:06.363,1705653384191,156.19,124.109,164.59,133.805,916.048,34.565,33.76,1,0,0,0,0.0,150.881,114.502,1093.893,38.336,36.35,1.0,0.0,0.0,0.0,0.0
00:04:06.379,1705653384207,156.19,124.109,164.59,133.805,916.048,34.565,33.76,1,0,0,0,0.0,147.79,114.414,1069.276,37.855,35.983,1.0,0.0,0.0,0.0,0.0
00:04:06.396,1705653384224,156.078,124.138,164.445,133.809,911.612,34.528,33.633,1,0,0,0,0.0,147.79,114.414,1069.276,37.855,35.983,1.0,0.0,0.0,0.0,0.0
00:04:06.413,1705653384241,156.041,124.216,164.423,133.879,902.743,34.384,33.446,1,0,0,0,0.0,147.71,114.467,1067.097,37.757,36.003,1.0,0.0,0.0,0.0,0.0
00:04:06.429,1705653384257,156.041,124.216,164.423,133.879,902.743,34.384,33.446,1,0,0,0,0.0,147.66,114.553,1065.468,37.711,35.991,1.0,0.0,0.0,0.0,0.0
00:04:06.446,1705653384274,155.949,124.199,164.402,133.879,896.638,34.176,33.422,1,0,0,0,0.0,147.66,114.553,1065.468,37.711,35.991,1.0,0.0,0.0,0.0,0.0
00:04:06.463,1705653384291,155.997,124.255,164.387,133.899,899.376,34.235,33.466,1,0,0,0,0.0,147.496,114.519,1061.178,37.737,35.822,1.0,0.0,0.0,0.0,0.0
00:04:06.479,1705653384307,155.961,124.236,164.387,133.899,899.376,34.235,33.466,1,0,0,0,0.0,147.606,114.611,1055.963,37.601,35.775,1.0,0.0,0.0,0.0,0.0
