rec_time,UTC,Pupil X,Pupil Y,Left Eye_Pupil X,Left Eye_Pupil Y,Left Eye_Pupil Area,Left Eye_Pupil Height,Left Eye_Pupil Width,Left Eye_Fixations_Fixations,Left Eye_Fixations_Fixations Duration,Left Eye_Saccades_Saccades,Left Eye_Saccades_Saccades Duration,Left Eye_Saccades_Saccades Angle,Right Eye_Pupil X,Right Eye_Pupil Y,Right Eye_Pupil Area,Right Eye_Pupil Height,Right Eye_Pupil Width,Right Eye_Fixations_Fixations,Right Eye_Fixations_Fixations Duration,Right Eye_Saccades_Saccades,Right Eye_Saccades_Saccades Duration,Right Eye_Saccades_Saccades Angle
00:01:59.764,1705374730619,0.0,0.0,188.66,120.271,543.778,27.023,25.634,1,0,0,0,0.0,205.262,117.25,471.392,25.727,23.341,1.0,0.0,0.0,0.0,0.0
00:01:59.780,1705374730635,0.0,0.0,188.828,120.15,545.416,27.272,25.476,1,0,0,0,0.0,205.577,117.442,466.86,25.403,23.412,1.0,0.0,0.0,0.0,0.0
00:01:59.797,1705374730652,0.0,0.0,188.827,120.132,538.798,27.081,25.345,1,0,0,0,0.0,205.559,117.321,471.196,25.529,23.513,1.0,0.0,0.0,0.0,0.0
00:01:59.814,1705374730669,0.0,0.0,188.898,120.215,529.616,27.187,24.816,1,0,0,0,0.0,205.601,117.188,465.216,25.492,23.248,1.0,0.0,0.0,0.0,0.0
00:01:59.830,1705374730685,0.0,0.0,188.891,120.047,535.596,27.036,25.236,1,0,0,0,0.0,205.595,117.401,466.713,25.247,23.548,1.0,0.0,0.0,0.0,0.0
00:01:59.847,1705374730702,0.0,0.0,188.863,119.856,531.545,27.189,24.904,1,0,0,0,0.0,205.951,117.275,453.749,24.879,23.233,1.0,0.0,0.0,0.0,0.0
00:01:59.864,1705374730719,0.0,0.0,188.543,119.956,524.455,26.777,24.95,1,0,0,0,0.0,206.051,117.085,446.954,24.781,22.976,1.0,0.0,0.0,0.0,0.0
00:01:59.880,1705374730735,0.0,0.0,188.248,119.247,507.377,26.825,24.095,1,0,0,0,0.0,206.154,117.055,451.945,25.104,22.934,1.0,0.0,0.0,0.0,0.0
00:01:59.897,1705374730752,0.0,0.0,186.171,124.979,179.397,18.196,12.56,0,450,1,0,0.0,206.37,116.577,445.066,24.877,22.791,1.0,0.0,0.0,0.0,0.0
00:01:59.914,1705374730769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,17,2.84,205.717,117.965,291.085,25.462,14.563,1.0,0.0,0.0,0.0,0.0
00:01:59.930,1705374730785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.0,0.0,0.0,0.0
