rec_time,UTC,Pupil X,Pupil Y,Left Eye_Pupil X,Left Eye_Pupil Y,Left Eye_Pupil Area,Left Eye_Pupil Height,Left Eye_Pupil Width,Left Eye_Fixations_Fixations,Left Eye_Fixations_Fixations Duration,Left Eye_Saccades_Saccades,Left Eye_Saccades_Saccades Duration,Left Eye_Saccades_Saccades Angle,Right Eye_Pupil X,Right Eye_Pupil Y,Right Eye_Pupil Area,Right Eye_Pupil Height,Right Eye_Pupil Width,Right Eye_Fixations_Fixations,Right Eye_Fixations_Fixations Duration,Right Eye_Saccades_Saccades,Right Eye_Saccades_Saccades Duration,Right Eye_Saccades_Saccades Angle
00:11:12.096,1705653809924,0.0,0.0,160.785,132.838,869.117,33.553,32.998,1,0,0,0,0.0,142.793,113.845,1069.026,38.159,35.688,1.0,0.0,0.0,0.0,0.0
00:11:12.113,1705653809941,0.0,0.0,160.852,132.826,864.391,33.556,32.815,1,0,0,0,0.0,142.681,113.826,1053.958,38.036,35.298,1.0,0.0,0.0,0.0,0.0
00:11:12.129,1705653809957,0.0,0.0,161.015,132.682,854.846,33.414,32.59,1,0,0,0,0.0,142.876,113.844,1041.248,37.584,35.292,1.0,0.0,0.0,0.0,0.0
00:11:12.146,1705653809974,0.0,0.0,161.139,132.787,847.572,33.128,32.592,1,0,0,0,0.0,143.085,113.848,1031.394,37.551,34.989,1.0,0.0,0.0,0.0,0.0
00:11:12.163,1705653809991,0.0,0.0,161.3,132.722,844.596,33.116,32.489,1,0,0,0,0.0,143.274,113.76,1025.789,37.337,34.998,1.0,0.0,0.0,0.0,0.0
00:11:12.179,1705653810007,0.0,0.0,161.408,132.839,838.683,33.039,32.337,1,0,0,0,0.0,143.421,113.736,1015.921,37.116,34.868,1.0,0.0,0.0,0.0,0.0
00:11:12.196,1705653810024,0.0,0.0,161.557,132.913,835.252,32.997,32.246,1,0,0,0,0.0,143.559,113.758,1007.676,36.934,34.756,1.0,0.0,0.0,0.0,0.0
00:11:12.213,1705653810041,0.0,0.0,161.67,132.734,828.525,32.814,32.164,1,0,0,0,0.0,143.707,113.721,1004.193,36.924,34.645,1.0,0.0,0.0,0.0,0.0
00:11:12.229,1705653810057,0.0,0.0,161.889,132.734,825.371,32.774,32.081,1,0,0,0,0.0,143.789,113.752,990.693,36.845,34.252,1.0,0.0,0.0,0.0,0.0
00:11:12.246,1705653810074,0.0,0.0,161.983,132.851,817.047,32.716,31.814,1,0,0,0,0.0,144.004,113.703,983.524,36.522,34.306,1.0,0.0,0.0,0.0,0.0
00:11:12.263,1705653810091,0.0,0.0,162.132,132.739,818.989,32.47,32.131,1,0,0,0,0.0,144.066,113.718,993.488,36.789,34.401,1.0,0.0,0.0,0.0,0.0
00:11:12.279,1705653810107,0.0,0.0,162.354,132.783,809.642,32.595,31.643,1,0,0,0,0.0,144.283,113.575,975.976,36.491,34.071,1.0,0.0,0.0,0.0,0.0
00:11:12.296,1705653810124,0.0,0.0,162.501,132.725,806.935,32.584,31.548,1,0,0,0,0.0,144.454,113.574,968.505,36.291,33.997,1.0,0.0,0.0,0.0,0.0
00:11:12.313,1705653810141,0.0,0.0,162.658,132.661,797.157,32.563,31.185,1,0,0,0,0.0,144.579,113.549,966.165,36.255,33.948,1.0,0.0,0.0,0.0,0.0
00:11:12.329,1705653810157,0.0,0.0,162.808,132.734,809.079,32.527,31.687,1,0,0,0,0.0,144.802,113.537,960.941,36.093,33.916,1.0,0.0,0.0,0.0,0.0
00:11:12.346,1705653810174,0.0,0.0,162.987,132.705,803.531,32.363,31.629,1,0,0,0,0.0,144.947,113.484,959.426,36.137,33.821,1.0,0.0,0.0,0.0,0.0
00:11:12.363,1705653810191,0.0,0.0,163.197,132.567,796.023,32.351,31.345,1,0,0,0,0.0,145.166,113.396,957.234,35.986,33.885,1.0,0.0,0.0,0.0,0.0
00:11:12.379,1705653810207,0.0,0.0,163.305,132.656,795.296,32.212,31.452,1,0,0,0,0.0,145.309,113.334,946.747,35.931,33.566,1.0,0.0,0.0,0.0,0.0
00:11:12.396,1705653810224,0.0,0.0,163.471,132.559,792.437,32.24,31.312,1,0,0,0,0.0,145.616,113.364,943.796,35.974,33.421,1.0,0.0,0.0,0.0,0.0
00:11:12.413,1705653810241,0.0,0.0,163.697,132.64,794.996,32.189,31.462,1,0,0,0,0.0,145.655,113.295,941.832,35.736,33.573,1.0,0.0,0.0,0.0,0.0
00:11:12.429,1705653810257,0.0,0.0,163.832,132.636,795.841,32.16,31.524,1,0,0,0,0.0,145.972,113.324,957.179,35.975,33.894,1.0,0.0,0.0,0.0,0.0
00:11:12.446,1705653810274,0.0,0.0,164.018,132.742,785.489,31.962,31.307,1,0,0,0,0.0,146.084,113.274,946.422,35.802,33.675,1.0,0.0,0.0,0.0,0.0
00:11:12.463,1705653810291,0.0,0.0,164.181,132.682,783.524,31.978,31.213,1,0,0,0,0.0,146.263,113.401,937.89,35.776,33.396,1.0,0.0,0.0,0.0,0.0
00:11:12.479,1705653810307,0.0,0.0,164.233,132.668,781.545,31.907,31.203,1,0,0,0,0.0,146.541,113.343,933.31,35.711,33.293,1.0,0.0,0.0,0.0,0.0
00:11:12.496,1705653810324,0.0,0.0,164.274,132.737,776.769,31.901,31.018,1,0,0,0,0.0,146.472,113.423,940.364,35.717,33.539,1.0,0.0,0.0,0.0,0.0
00:11:12.513,1705653810341,0.0,0.0,164.201,132.881,781.508,31.93,31.179,1,0,0,0,0.0,146.516,113.434,941.642,35.729,33.573,1.0,0.0,0.0,0.0,0.0
00:11:12.529,1705653810357,0.0,0.0,164.374,132.64,779.639,31.873,31.16,1,0,0,0,0.0,146.637,113.479,942.858,35.643,33.698,1.0,0.0,0.0,0.0,0.0
00:11:12.546,1705653810374,0.0,0.0,164.094,132.943,780.478,31.834,31.232,1,0,0,0,0.0,146.609,113.486,948.918,35.786,33.779,1.0,0.0,0.0,0.0,0.0
00:11:12.563,1705653810391,0.0,0.0,160.415,133.616,740.801,31.628,29.837,1,0,0,0,0.0,146.509,113.526,942.378,35.668,33.657,1.0,0.0,0.0,0.0,0.0
00:11:12.579,1705653810407,0.0,0.0,149.426,136.219,717.274,32.293,28.295,0,716,1,0,0.0,140.956,114.559,963.022,37.423,32.782,0.0,700.0,1.0,0.0,0.0
00:11:12.596,1705653810424,0.0,0.0,140.013,140.304,681.843,32.098,27.061,0,0,1,0,0.0,128.091,117.901,935.189,36.72,32.444,0.0,0.0,1.0,0.0,0.0
00:11:12.613,1705653810441,0.0,0.0,132.491,143.753,645.947,31.225,26.353,0,0,1,0,0.0,116.504,121.346,780.985,36.146,27.524,0.0,0.0,1.0,0.0,0.0
00:11:12.629,1705653810457,0.0,0.0,126.952,146.291,637.893,31.411,25.87,0,0,1,0,0.0,108.45,125.106,827.617,35.989,29.295,0.0,0.0,1.0,0.0,0.0
00:11:12.646,1705653810474,0.0,0.0,124.94,147.372,649.57,31.069,26.634,1,0,0,67,14.929,102.577,127.698,789.859,35.05,28.708,0.0,0.0,1.0,0.0,0.0
00:11:12.663,1705653810491,0.0,0.0,124.914,147.421,654.658,31.301,26.643,1,0,0,0,0.0,101.273,128.647,794.744,34.747,29.137,1.0,0.0,0.0,83.0,17.477
00:11:12.679,1705653810507,0.0,0.0,125.151,147.205,649.103,31.193,26.509,1,0,0,0,0.0,101.612,128.526,802.015,34.952,29.231,1.0,0.0,0.0,0.0,0.0
