rec_time,UTC,Pupil X,Pupil Y,Left Eye_Pupil X,Left Eye_Pupil Y,Left Eye_Pupil Area,Left Eye_Pupil Height,Left Eye_Pupil Width,Left Eye_Fixations_Fixations,Left Eye_Fixations_Fixations Duration,Left Eye_Saccades_Saccades,Left Eye_Saccades_Saccades Duration,Left Eye_Saccades_Saccades Angle,Right Eye_Pupil X,Right Eye_Pupil Y,Right Eye_Pupil Area,Right Eye_Pupil Height,Right Eye_Pupil Width,Right Eye_Fixations_Fixations,Right Eye_Fixations_Fixations Duration,Right Eye_Saccades_Saccades,Right Eye_Saccades_Saccades Duration,Right Eye_Saccades_Saccades Angle
00:05:01.649,1705492582873,167.124,145.461,187.187,156.3,538.071,28.709,23.875,1,0,0,0,0.0,147.061,134.621,566.171,29.353,24.571,1,0,0,0,0.0
00:05:01.666,1705492582890,166.801,146.028,186.756,156.748,544.049,28.053,24.705,1,0,0,0,0.0,146.846,135.308,600.166,29.16,26.219,1,0,0,0,0.0
00:05:01.682,1705492582906,166.844,145.671,186.676,156.154,535.008,28.631,23.804,1,0,0,0,0.0,147.013,135.188,603.209,29.615,25.947,1,0,0,0,0.0
00:05:01.699,1705492582923,167.065,146.453,187.076,157.449,605.751,28.31,27.258,1,0,0,0,0.0,147.054,135.456,609.663,29.288,26.518,1,0,0,0,0.0
00:05:01.716,1705492582940,166.818,146.078,186.847,156.751,573.96,28.868,25.328,1,0,0,0,0.0,146.789,135.406,619.689,29.75,26.535,1,0,0,0,0.0
00:05:01.732,1705492582956,166.971,146.142,186.861,157.097,586.789,28.656,26.086,1,0,0,0,0.0,147.082,135.187,600.11,29.216,26.167,1,0,0,0,0.0
00:05:01.749,1705492582973,166.91,146.503,187.07,157.121,591.49,28.999,25.983,1,0,0,0,0.0,146.75,135.886,637.305,29.701,27.334,1,0,0,0,0.0
00:05:01.766,1705492582990,166.938,146.558,186.8,157.56,601.348,28.727,26.667,1,0,0,0,0.0,147.075,135.556,608.628,29.248,26.509,1,0,0,0,0.0
00:05:01.782,1705492583006,166.823,146.266,186.678,157.307,586.043,28.94,25.796,1,0,0,0,0.0,146.967,135.224,599.213,29.364,25.995,1,0,0,0,0.0
00:05:01.799,1705492583023,166.375,146.513,186.234,157.223,569.096,28.841,25.137,1,0,0,0,0.0,146.517,135.804,609.215,29.277,26.508,1,0,0,0,0.0
