rec_time,UTC,Pupil X,Pupil Y,Left Eye_Pupil X,Left Eye_Pupil Y,Left Eye_Pupil Area,Left Eye_Pupil Height,Left Eye_Pupil Width,Left Eye_Fixations_Fixations,Left Eye_Fixations_Fixations Duration,Left Eye_Saccades_Saccades,Left Eye_Saccades_Saccades Duration,Left Eye_Saccades_Saccades Angle,Right Eye_Pupil X,Right Eye_Pupil Y,Right Eye_Pupil Area,Right Eye_Pupil Height,Right Eye_Pupil Width,Right Eye_Fixations_Fixations,Right Eye_Fixations_Fixations Duration,Right Eye_Saccades_Saccades,Right Eye_Saccades_Saccades Duration,Right Eye_Saccades_Saccades Angle
00:04:44.940,1705663462670,218.903,111.54,213.372,104.85,768.603,33.328,29.378,1,0,0,0,0.0,224.435,118.23,782.622,33.885,29.422,1,0,0,0,0.0
00:04:44.957,1705663462687,217.662,112.066,211.879,105.505,751.76,32.664,29.319,1,0,0,0,0.0,223.446,118.628,769.576,33.178,29.548,1,0,0,0,0.0
00:04:44.974,1705663462704,211.077,114.509,205.255,108.16,720.642,31.454,29.186,0,184,1,0,0.0,216.899,120.858,745.278,32.117,29.56,0,184,1,0,0.0
00:04:44.990,1705663462720,205.349,116.484,200.316,110.169,787.048,33.651,29.794,0,0,1,0,0.0,210.382,122.798,821.312,33.727,31.021,0,0,1,0,0.0
00:04:45.007,1705663462737,204.751,116.013,199.647,110.296,797.741,34.078,29.821,1,0,0,33,5.602,209.855,121.73,759.603,34.991,27.654,1,0,0,33,5.784
00:04:45.024,1705663462754,204.797,116.519,199.66,110.069,785.637,33.546,29.834,1,0,0,0,0.0,209.934,122.968,822.935,33.69,31.117,1,0,0,0,0.0
00:04:45.040,1705663462770,204.942,116.398,199.835,110.057,789.278,33.532,29.985,1,0,0,0,0.0,210.049,122.74,809.319,33.964,30.355,1,0,0,0,0.0
00:04:45.057,1705663462787,204.955,116.564,199.839,109.988,786.624,33.494,29.918,1,0,0,0,0.0,210.07,123.14,834.971,33.528,31.725,1,0,0,0,0.0
00:04:45.074,1705663462804,204.996,116.374,199.821,109.859,781.959,33.503,29.733,1,0,0,0,0.0,210.171,122.889,812.333,33.772,30.642,1,0,0,0,0.0
00:04:45.090,1705663462820,205.046,116.22,199.858,109.924,784.58,33.432,29.896,1,0,0,0,0.0,210.234,122.516,799.964,33.879,30.079,1,0,0,0,0.0
00:04:45.107,1705663462837,205.15,116.199,199.879,109.915,775.491,33.252,29.709,1,0,0,0,0.0,210.421,122.483,795.734,34.096,29.73,1,0,0,0,0.0
00:04:45.124,1705663462854,205.234,116.261,200.189,109.787,769.584,32.934,29.767,1,0,0,0,0.0,210.28,122.735,817.93,33.743,30.879,1,0,0,0,0.0
00:04:45.140,1705663462870,205.094,116.294,199.868,109.911,768.486,33.055,29.616,1,0,0,0,0.0,210.321,122.676,808.499,33.86,30.417,1,0,0,0,0.0
00:04:45.157,1705663462887,205.102,116.358,199.949,109.881,777.08,33.27,29.754,1,0,0,0,0.0,210.256,122.835,816.71,33.334,31.211,1,0,0,0,0.0
